CourseId,ReviewId,SemanticUnit,Label
build-data-science-team,90,honor appreciate learnt course,5
build-data-science-team,90,love university instructors,5
build-data-science-team,90,step forward carrier,5
build-data-science-team,91,not sure material presented course warranted,2
build-data-science-team,91,whole separate course even one week,2
build-data-science-team,91,probably could inserted various segments larger data science specialization throughout classes,2
build-data-science-team,91,topics discussed common knowledge mid level manager,2
build-data-science-team,91,data science even strategic marketing general,2
build-data-science-team,92,rudimentary hr new supervisor level information,1
build-data-science-team,92,not specific data science either,1
build-data-science-team,93,really well put together material jeff leek engaging lecturer,5
build-data-science-team,94,material important assessment quizzes tedious right answer often hung small obscure remark hard recall,2
build-data-science-team,95,great course someone leading ds team first time,5
build-data-science-team,96,really great course quick yet informative,5
build-data-science-team,97,too pricy,4
build-data-science-team,98,course delivered materials way expected easy understand,5
build-data-science-team,99,good enjoyable course interesting additional reading,4
build-data-science-team,99,think would preferred little detail content given full five stars,4
build-data-science-team,99,that said,4
build-data-science-team,99,happy taken passed course,4
build-data-science-team,99,thank you all involved,4
build-data-science-team,99,'managing data analysis',4
build-data-science-team,100,good useful material,5
build-data-science-team,101,course gave good insight building data science team easily related work environment,4
build-data-science-team,102,name jose antonio brazil,5
build-data-science-team,102,looking new data scientist career,5
build-data-science-team,102,please take look linkedin profile https www,5
build-data-science-team,102,linkedin,5
build-data-science-team,102,com joseantonio11i course get new knowledge,5
build-data-science-team,102,big data better understand technology practical applications,5
build-data-science-team,102,course excellent classes well taught teachers,5
build-data-science-team,102,congratulations coursera team instructors,5
build-data-science-team,102,regards,5
build-data-science-team,103,could work assignments course,3
build-data-science-team,103,the quizzes are very simple,3
build-data-science-team,104,thanks,5
build-data-science-team,105,like little excersices real simulate problems,4
build-data-science-team,106,great course,5
build-data-science-team,107,lectures brief concepts delivered surely help data science managers intheir profession,5
build-data-science-team,108,opinion course not fit specialization well,2
build-data-science-team,108,not sure big proportion specialization students,2
build-data-science-team,108,background different data science going manage data science team,2
build-data-science-team,109,very clearly presented,5
build-data-science-team,110,good course,5
build-data-science-team,111,excellent overview structure dynamics data science teams various types organizations,5
build-data-science-team,112,good insights ways avoid problems building importantly advertising team,4
build-data-science-team,113,very short,3
build-data-science-team,113,quality course ok,3
build-data-science-team,114,very challenging and practical,5
build-data-science-team,115,it does what it says,5
build-data-science-team,116,great course daring venture really art form beyond scientific requirements,4
build-data-science-team,116,part specialization needs little refinement,4
build-data-science-team,116,posted discussion forum,4
build-data-science-team,116,7 days ago editedfirst,4
build-data-science-team,116,guys running data science department hands full,4
build-data-science-team,116,teaching live classes students spent oodles lots money attend prestigious college,4
build-data-science-team,116,johns hopkins good gets medical degree,4
build-data-science-team,116,experiments data science research division johns hopkins also good gets,4
build-data-science-team,116,mooc courses top responsibilities,4
build-data-science-team,116,dr,4
build-data-science-team,116,leek university washington alumni also top notch data science,4
build-data-science-team,116,video lesson flawed no denying,4
build-data-science-team,116,must say teachers open improvement course,4
build-data-science-team,116,comments could better done received acted upon would include thank letter teachers,4
build-data-science-team,116,also think mooc courses best done members department contributing,4
build-data-science-team,116,truly field team sport,4
build-data-science-team,116,feel course good videos need edited,4
build-data-science-team,116,scripted unnecessary language dilutes core knowledge,4
build-data-science-team,116,must learned not diluted questions left students head content tested,4
build-data-science-team,116,learned long ago college calculus class,4
build-data-science-team,116,mark isn't perfect ok long pass high score,4
build-data-science-team,116,even teachers fault,4
build-data-science-team,116,course could use better video production teleprompter scripting,4
build-data-science-team,116,maybe av students johns hopkins could get board,4
build-data-science-team,116,happen eventually sure,4
build-data-science-team,116,want take course absolutely one best courses taken anywhere truly best online,4
build-data-science-team,116,try number one business course coursera grow,4
build-data-science-team,116,greatness either part 1 2 university virginia darden school business,4
build-data-science-team,116,team created course one helluva teacher,4
build-data-science-team,116,business person researcher award winning writer,4
build-data-science-team,116,would recommend course student especially e teachers,4
build-data-science-team,116,problem course lot information included may not absolutely necessary core concept,4
build-data-science-team,116,needless say technical skills employee insight,4
build-data-science-team,116,teammate's skills well overall mission data department business serves,4
build-data-science-team,116,tech infrastructure person not real passionate coding,4
build-data-science-team,116,i find it tedious,4
build-data-science-team,116,learn enjoy albeit distance,4
build-data-science-team,116,can't see creating great blocks scripts,4
build-data-science-team,116,know created rules code project must abide better skills data center manager,4
build-data-science-team,116,trying learn much possible r python,4
build-data-science-team,116,companion programs like ggvis creating visualizations,4
build-data-science-team,116,say visualizations essential skill data manager since,4
build-data-science-team,116,present results projects questions answers higher ups departments,4
build-data-science-team,116,link comes resource section course https www,4
build-data-science-team,116,datacamp,4
build-data-science-team,116,com courses ggvis data visualization r tutorialthis link,4
build-data-science-team,116,url much value flawed test question reduction 100 percent average specialization,4
build-data-science-team,116,without lesson course would not valuable resource,4
build-data-science-team,116,another great link great free print publication well http www,4
build-data-science-team,116,processor,4
build-data-science-team,116,com/,4
build-data-science-team,116,people advising data center managers longer anybody,4
build-data-science-team,116,verbally transcript nebulous statements point toward,4
build-data-science-team,116,main idea concept employee data science,4
build-data-science-team,116,technical team member jack trades better,4
build-data-science-team,116,could included general way quiz really,4
build-data-science-team,116,pretty much general rule found working capacity tech industry,4
build-data-science-team,116,done great deal audio editing working numerous radio stations adobe audition,4
build-data-science-team,116,others like pro tools really good quality av digital editor,4
build-data-science-team,116,result streamlined near seamless audio video one,4
build-data-science-team,116,learn read edit wave forms kinds,4
build-data-science-team,116,years ago dallas texas attending richland college,4
build-data-science-team,116,learned valuable lesson,4
build-data-science-team,116,taking college level calc trig math class taught regular professor's wife,4
build-data-science-team,116,don't know professor sick woman teaching,4
build-data-science-team,116,class whole semester frankly not qualified,4
build-data-science-team,116,always considered illiterate high school math teachers,4
build-data-science-team,116,married couple frankly highly abnormal even geekiest scale,4
build-data-science-team,116,people acting like world people class,4
build-data-science-team,116,needless say assumed adult opinions sent god educate thru denigration,4
build-data-science-team,116,amazed 10 years later college math well,4
build-data-science-team,116,carrying 100 percent average,4
build-data-science-team,116,midterm faux professor declares prefiguring arithmetic easy won't bring calculators,4
build-data-science-team,116,"""so i didn't",4
build-data-science-team,116,course teacher's wife proclaims,4
build-data-science-team,116,didn't time make arithmetic easy better use calculators,4
build-data-science-team,116,literally pages pages figuring handwriting accompanying 3 page test,4
build-data-science-team,116,result c plus test,4
build-data-science-team,116,angrily told sub teacher not bring,4
build-data-science-team,116,calculator test said wouldn't necessary therefore must allowed redo test calculator,4
build-data-science-team,116,course relented no won't possible,4
build-data-science-team,116,that's not bad grade,4
build-data-science-team,116,""" she continued, ""what are you worried about",4
build-data-science-team,116,"""",4
build-data-science-team,116,peeved going drop class,4
build-data-science-team,116,late semester disgusted woman's cavalier dismissal perfect grade stopped going class,4
build-data-science-team,116,result failing final grade,4
build-data-science-team,116,ultimately suffered dilemma,4
build-data-science-team,116,"that, albeit, unfairly was me",4
build-data-science-team,116,created academic tragedy aggravation deeply flawed situation,4
build-data-science-team,116,"once again, that would be me",4
build-data-science-team,117,information useful think five courses specialization could merged single one,3
build-data-science-team,118,fine overview however hoping drill detail roles responsibilites data teams,3
build-data-science-team,118,example data architects stewards etc,3
build-data-science-team,119,good course build foundation recruit data science team,5
build-data-science-team,120,well organized body knowledge build efficient data science team 0 60,5
build-data-science-team,120,addresses number challenges including build inter disciplinary team,5
build-data-science-team,120,expect practitioners different disciplines recognize right candidates,5
build-data-science-team,120,assign right mix practitioners right business problems,5
build-data-science-team,120,cross polinate knowledge keep feedback loops,5
build-data-science-team,120,professional level fraught potential conflicting opinions,5
build-data-science-team,120,stop analysis empower team initiate next iterations business common pitfalls,5
build-data-science-team,120,worth every time spend,5
build-data-science-team,121,great existence human android based life form simulation internal lifestyle,5
build-data-science-team,121,course improves life within simulation 10 fold least combined specialization courses,5
build-data-science-team,121,perfect learning tool worked professionally research field sin,5
build-data-science-team,121,simulation yet touch turrings know cbi,5
build-data-science-team,121,special thanks designers course,5
build-data-science-team,121,top scores coursera,5
build-data-science-team,121,org john hopkins,5
build-data-science-team,122,good come managing data analysis understanding better people hire actually going,4
build-data-science-team,122,preventing dilbertification data science manager,4
build-data-science-team,123,gives good overview newbies field provides great link,4
build-data-science-team,124,great course,5
build-data-science-team,125,useful information indeed still running disconnects course material tests definitely frustrating,4
build-data-science-team,126,great someone wants build invest data science team,4
build-data-science-team,127,great advice helpful reference material,5
build-data-science-team,128,interesting content bit limited,3
build-data-science-team,129,excellent course series,5
build-data-science-team,130,very informative,5
build-data-science-team,131,studied course part executive data science specialization,4
build-data-science-team,131,think set four courses meet objectives,4
build-data-science-team,131,providing nice overview key points data science projects,4
build-data-science-team,131,good give flavor data science data science projects helping decide want search depth knowledge,4
build-data-science-team,132,helpful course understanding team composition typical job descriptions different members team,5
build-data-science-team,133,easy understanding structure knowledge building data science team,5
build-data-science-team,134,high level enough details context make sense,5
build-data-science-team,134,manager exec director's role data science enterprise employing data science,5
build-data-science-team,135,class hard quiz,4
build-data-science-team,135,sometimes seemed basic hard unless read learn really well,4
build-data-science-team,135,great class knowledge,4
build-data-science-team,135,practical real life examples help,4
build-data-science-team,136,excellent course everyone keen learn data science,5
build-data-science-team,137,think questions course not map well could lectures,4
build-data-science-team,137,"but, overall it's very helpful",4
build-data-science-team,138,precise relevant gets one groove ethically practically nuances line learning ettiquette,5
build-data-science-team,139,good overview build manage data science teams,4
build-data-science-team,140,very enjoyable and useful,5
build-data-science-team,141,gives good idea roles required build,4
build-data-science-team,141,competent team dispelling myth encompassing data science guru,4
build-data-science-team,142,short yet nice,5
build-data-science-team,143,superb,5
build-data-science-team,144,building data science team indeed contain helpful recommendations,3
build-data-science-team,144,starting data science teammanagers executives little much hu,3
build-data-science-team,145,good overview roles align expectations,4
build-data-science-team,146,probably wouldn't course hire build data team,3
build-data-science-team,147,expensive course,4
build-data-science-team,147,good find team,4
build-data-science-team,148,quite useful,3
build-data-science-team,149,great overview building data science team,5
build-data-science-team,150,excellent resource manager data science projects,5
build-data-science-team,151,courses specialization opinion excessively short,3
build-data-science-team,152,really enjoyed course found lot similarities,4
build-data-science-team,152,issues challenges face every day work,4
build-data-science-team,152,useful bot way get inspired new ideas techniques way confirm already,4
build-data-science-team,152,however occasions found quizzes not clear enough,4
build-data-science-team,152,instances due fact question asked required,4
build-data-science-team,152,extra knowledge couldn't possibly achieved reading course material listening class,4
build-data-science-team,152,lucky new answers personal experience seemed quite unfair opinion,4
build-data-science-team,152,also lectures materials short provide extra information,4
build-data-science-team,152,cases answers especially multiple answers didn't seem,4
build-data-science-team,152,clear enough sometimes contradicting listened class,4
build-data-science-team,152,don't remember specific cases moment however left feedbacks throughout course,4
build-data-science-team,152,feedbacks mentioned specific questions opinion confusing,4
build-data-science-team,152,hope helps giacomo,4
build-data-science-team,153,great course loved,5
build-data-science-team,154,excellent presentation,5
build-data-science-team,155,good interesting course recommend,5
build-data-science-team,156,ver good clear point material,4
build-data-science-team,156,would suggest include real life stories,4
build-data-science-team,156,success failure managers building data science team discuss mistakes strengths recruitment process,4
build-data-science-team,157,david,5
build-data-science-team,158,good interesting material quizzes badly designed not test concepts well,3
build-data-science-team,159,covers theory basics building team well,4
build-data-science-team,160,topics explained pretty good,4
build-data-science-team,161,information is useful,2
build-data-science-team,161,still shame split one month course 4,2
build-data-science-team,162,good overview different roles skills needed roles data science team,4
build-data-science-team,163,good practical review composition data science team,5
build-data-science-team,164,thought course great,5
build-data-science-team,165,thanks efforts can't put hand something specifically say good job,5
build-data-science-team,165,but you did a great job,5
build-data-science-team,165,thanks sharing knowledge everyone earth without complication,5
build-data-science-team,165,taught lot lot,5
build-data-science-team,166,very informative & elaborate,5
build-data-science-team,167,good coverage fast intro subject,4
build-data-science-team,167,definitely take away things able put use work,4
build-data-science-team,167,get feeling quite new course compared,4
build-data-science-team,167,well established data science specialization not student interaction base yet,4
build-data-science-team,167,hope aspect develops perhaps even tas,4
build-data-science-team,167,level course student interaction could even valuable hands data science subjects,4
build-data-science-team,167,hope specialization takes well dss,4
build-data-science-team,168,great idea syllabus,3
build-data-science-team,168,videos short missing explanations,3
build-data-science-team,169,great course,5
build-data-science-team,170,great course helping decide fit data science domain,5
build-data-science-team,170,content clear informative definite suggestions conclusions,5
build-data-science-team,170,unlike information available topic mostly says,5
build-data-science-team,170,need unicorn space course talks sense divides scope suggests achievable targets plan assess rationally,5
build-data-science-team,170,also jeff classic teacher always rewarding listen whatever topic,5
data-science-course,171,goes point warns thinking wrong ds hype lack scientific sustainability,4
data-science-course,172,quiz open students,1
data-science-course,172,:/,1
data-science-course,173,excellent introductory course interested data science,5
data-science-course,174,well organized thought,5
data-science-course,175,extremely informative could finish half day though,5
data-science-course,176,great course beginners intermediates alike,5
data-science-course,176,thank you,5
data-science-course,177,very elementary,2
data-science-course,177,takes approximately 2 hours complete,2
data-science-course,177,cannot continue dept material wait next week payment ofcourse,2
data-science-course,178,fantastic,5
data-science-course,179,course gave high level view data science,5
data-science-course,180,looking introduction data science machine learning get feet wet course ideal,5
data-science-course,180,meant conceptual introduction subject,5
data-science-course,180,just what i was looking for,5
data-science-course,180,thanks guys,5
data-science-course,181,very helpful,5
data-science-course,182,great introduction fundamental concepts data science,5
data-science-course,183,good intro terms concepts approach data science,3
data-science-course,184,g,5
data-science-course,185,really liked content difference machine learning statistical modelling nicely explained,5
data-science-course,185,also like topic hype value well explained,5
data-science-course,186,course described first hour lecture professor,4
data-science-course,186,introduces students data science uses pitfalls,4
data-science-course,187,great course,4
data-science-course,187,lot complicated detail segmented described way easy digest,4
data-science-course,187,thoughts improvement first segments,4
data-science-course,187,lessons didn't start,4
data-science-course,187,machine learning used problem solved,4
data-science-course,187,google order understand course started,4
data-science-course,188,gone session gives good understanding data science,4
data-science-course,188,suggestion go session,4
data-science-course,188,both the faculties are great,4
data-science-course,189,good introduction ds,4
data-science-course,190,easy understand really got general idea data science,5
data-science-course,191,great course,5
data-science-course,192,great overview course,5
data-science-course,193,excellent course beginners wants grow analytics space,5
data-science-course,194,good high level introduction field data science,4
data-science-course,195,excellent introduction world data science layman,5
data-science-course,196,good crash course eliciting basic nuances data science,4
data-science-course,197,course use visuals instead videos face instructor,3
data-science-course,197,also use interactive examples executive view instead scholar examples,3
data-science-course,198,easy good course field area,5
data-science-course,199,good overview,4
data-science-course,200,i liked the course,5
data-science-course,200,problem course little bit advanced person like not idea data science,5
data-science-course,200,otherwise good course start learning data science,5
data-science-course,201,a good course,4
data-science-course,201,basic that's expected overview course,4
data-science-course,202,great crash course,5
data-science-course,202,fills coriosity field encourages follow path,5
data-science-course,202,"i'll continue, for sure",5
data-science-course,203,little high level looking good introduction get familiarized terminology concepts,3
data-science-course,204,thanks awesome content,5
data-science-course,205,too theoretical,1
data-science-course,206,good informative course beginners,4
data-science-course,207,good course people want get insight data science,5
data-science-course,208,good overview data science lacking bit meat,4
data-science-course,209,extremely helpful informative first time experience going,4
data-science-course,209,online training say thanks team making,4
data-science-course,209,easy effective looking forward sessions positive experiences,4
data-science-course,210,good overview course,4
data-science-course,210,maybe include examples review offline,4
data-science-course,211,excellent intro data science,4
data-science-course,212,useful introductory course help get familar,4
data-science-course,212,different fields data science typical data analysis procedures,4
data-science-course,213,overly academic,2
data-science-course,214,great course,5
data-science-course,214,easy mind not taxing details,5
data-science-course,215,good overview data science,5
data-science-course,215,assisted better conceptualizing manager evaluate implement data science analysis concepts decision making,5
data-science-course,216,great class,5
data-science-course,217,excellent,5
data-science-course,218,course exactly looking got high level understanding field knowledge helped anchor research,5
data-science-course,219,v,4
data-science-course,220,really nice course,5
data-science-course,221,good course understanding data science elements,5
data-science-course,222,first week gave good insight data science process,3
data-science-course,222,understand situations data science best applied,3
data-science-course,222,however still not fully understand statistics aspect,3
data-science-course,222,would help instructors would provide examples detail supervised vs unsupervised learning,3
data-science-course,222,seem understand theory behind not sure valuable,3
data-science-course,223,course helpful someone know understand data science small amount time,5
data-science-course,224,helpful intro course,5
data-science-course,224,easy to understand,5
data-science-course,225,well established course,5
data-science-course,226,bit mumbling videos single multiple answer buttons incorrect,4
data-science-course,227,gives good overview data science,4
data-science-course,227,maybe one example would better,4
data-science-course,228,great start good examples nice way 'crash' data sc,4
data-science-course,229,good one,5
data-science-course,230,great course guys,5
data-science-course,230,thank you,5
data-science-course,231,just great,5
data-science-course,232,brian caffo's lectures rambling confusing excessive use jargon without proper explanation,3
data-science-course,232,graphs overwhelming information little effort made explain graph,3
data-science-course,232,otherwise lectures good concise clear,3
data-science-course,232,thank you,3
data-science-course,233,good introduction data science,5
data-science-course,233,clarified number questions actually,5
data-science-course,233,presented way not dumb material still makes,5
data-science-course,233,accessible person without science data background,5
data-science-course,234,truly informative course,5
data-science-course,234,well thought syllabus,5
data-science-course,234,useful doctorate students well,5
data-science-course,235,great introduction,5
data-science-course,235,clear well paced introduction,5
data-science-course,235,recommended busy executives looking intro,5
data-science-course,236,really helpful contents,5
data-science-course,236,presentations examples awesome,5
data-science-course,237,great high level introduction data science used answer business questions,5
data-science-course,238,not statistics background abit worried first well organized really glad took,5
data-science-course,239,great material good structure right level detail,5
data-science-course,239,great executive overview specialization,5
data-science-course,240,easy follow without jardon,4
data-science-course,240,recommendation interested statistics biostats looking cost effectively learn enhance skill sets,4
data-science-course,241,great straight point introduction course getting started data science projects ksfs pitfalls,5
data-science-course,242,great lecturers make easy understand,5
data-science-course,243,very well constructive,5
data-science-course,244,expected helped take data science knowledge notch,5
data-science-course,245,helpful well structured comprehensive course,5
data-science-course,246,clear and streamlined,4
data-science-course,246,wish could go deeper,4
data-science-course,246,moving courses subject,4
data-science-course,247,good starting course information well presented,4
data-science-course,248,excellent introductory course,5
