CourseId,ReviewId,Review,Label,SemanticUnits
big-data-machine-learning,22,Excelent Introductory course to MACHINE LEARNING with Big Data.,5,['excelent introductory course machine learning big data']
big-data-machine-learning,23,Great introduction with great tools. Has definitely inspired me to lean more about 'Machine Learning'!,5,"['great introduction great tools', ""definitely inspired lean 'machine learning'""]"
big-data-machine-learning,24,excellent! best place to begin with Big Data and ML!,4,"['excellent', 'best place begin big data ml']"
big-data-machine-learning,25,"The course helped me understand the concepts of the machine learning from the very rudimentary level. It also laid the foundation for understanding and dealing with the practical implementation of the machine learning algorithms and their implementation in big data which eventually elevated my understanding of applications dealing machine learning with Big Data.Thanks to all the mentors and instructors for everything- the teaching materials, quizzes, assignments and hands-on; everything was awesome.",5,"['course helped understand concepts machine learning rudimentary level', 'also laid foundation understanding dealing practical implementation', 'machine learning algorithms implementation big data', 'eventually elevated understanding applications dealing machine learning big data', 'thanks mentors instructors everything teaching materials quizzes assignments hands everything awesome']"
big-data-machine-learning,26,thanks so much,5,['thanks so much']
big-data-machine-learning,27,the course helped understand the machine learning concepts and the hands-on were very comprehensive.,5,['course helped understand machine learning concepts hands comprehensive']
big-data-machine-learning,28,"The course content is very poorly explained. The quiz questions don't really test what was taught in the lectures, and the assignments are just copying and pasting things. I feel like I still have a very poor understanding of what was supposedly covered in the course. I cannot generalise or apply the 'learned' information or skills to other topics or researches because I didn't actually understand the core concepts or how to use the programs.",1,"['course content poorly explained', ""quiz questions don't really test taught lectures assignments copying pasting things"", 'feel like still poor understanding supposedly covered course', ""cannot generalise apply 'learned' information skills"", ""topics researches didn't actually understand core concepts use programs""]"
big-data-machine-learning,29,"Both the professors are great , the videos helped alot in understanding lot of core concepts in machine learning.",5,['professors great videos helped alot understanding lot core concepts machine learning']
big-data-machine-learning,30,"This was a good introductory class to machine learning, but I wish it had more depth.",4,['good introductory class machine learning wish depth']
big-data-machine-learning,31,"Machine learning is too simplified and spark part is not even explained, also very little relation of all course with Big Data.",2,['machine learning simplified spark part not even explained also little relation course big data']
big-data-machine-learning,32,excellent!!,5,['excellent']
big-data-machine-learning,33,"Have to make sure that code provided are fine and without problem... also, better instructions on how to go about the tool needed to use. Remember, we are learning and the amount of tools in Big Data ecosystem is vast...",4,"['make sure code provided fine without problem', 'also better instructions go tool needed use', 'remember learning amount tools big data ecosystem vast']"
big-data-machine-learning,34,Good overview of working with SPARK and KNIME - acceptable little theoretical background for all the presented concepts for the sake of application use.,4,['good overview working spark knime acceptable little theoretical background presented concepts sake application use']
big-data-machine-learning,35,"This is another course in UCSD's ""Big Data"" introductory course. The material is not pertinent to a specialty on big data technologies. Further the course does not increase one's knowledge of Machine Learning in any way that justifies spending the time in the course.",1,"[""another course ucsd's big data introductory course"", 'material not pertinent specialty big data technologies', ""course not increase one's knowledge machine learning way justifies spending time course""]"
big-data-machine-learning,36,Almost a useless course - ML overview using KNIME which gives no insight whatsoever.,2,['almost useless course ml overview using knime gives no insight whatsoever']
big-data-machine-learning,37,insightful,4,['insightful']
build-data-science-team,38,Excellent!,5,['excellent']
build-data-science-team,39,"This class was a great introduction to the topic of building a data science team.The material was practically oriented, cited a lot of relevant external sources (e.g., news articles about data science), and was easy to understand.The production quality was excellent - easy to listen to, ready to follow the slides, and the questions immediately followed each short segment.I would have preferred it if the Professor had gone through different examples of data scientist and data engineering resumes to show me what performers in each quintile look like and what signals distinguish members of each quintile from the higher or lower quintile. Apart from the signals, and interview questions used to elicit these signals, how would the ability levels be different.",5,"['class great introduction topic building data science team', 'material practically oriented cited lot relevant external sources e', 'g', 'news articles data science easy understand', 'production quality excellent easy listen ready', 'follow slides questions immediately followed short segment', 'would preferred professor gone different examples', 'data scientist data engineering resumes show', 'performers quintile look like signals distinguish members quintile higher lower quintile', 'apart signals interview questions used elicit signals would ability levels different']"
build-data-science-team,40,This course was very helpful! Thank you.,5,"['this course was very helpful', 'thank you']"
build-data-science-team,41,Excellent,5,['excellent']
build-data-science-team,42,"It was a bit.... general. That could be a bias of mine, as I have done quite a bit of management-type work, so maybe it didn't feel that new or informative.",3,"['it was a bit', 'general', 'could bias mine done quite bit', ""management type work maybe didn't feel new informative""]"
build-data-science-team,43,"Some of the multiple choice questions are _really_ more opinion than fact - making it almost impossible to get them ""right""",4,['multiple choice questions really opinion fact making almost impossible get right']
build-data-science-team,44,Really enjoyed myself,5,['really enjoyed myself']
build-data-science-team,45,Good introduction to managing a team from the perspective of Data Science.,5,['good introduction managing team perspective data science']
build-data-science-team,46,"Good overview for those without management experience. For experienced folks -- probably a good number since this is an Executive Data Science course -- it was pretty basic. Also some of the elements come down to management style. For some, other approaches have worked well and might not be ready to switch philosophies based on the course.Otherwise, pretty good.",3,"['good overview without management experience', 'experienced folks probably good number since', 'executive data science course pretty basic', 'also elements come management style', 'approaches worked well might not ready switch philosophies based course', 'otherwise pretty good']"
build-data-science-team,47,"Very good overview , very interesting and with a very good management approach.",5,['good overview interesting good management approach']
build-data-science-team,48,"As usual the team does a great job of distilling complex ideas without sacrificing the quality of information. Data Science is a complicated field. Don't be fooled by the topics, the walk before you run approach is super productive for your learning curve if you're not native to this field.",5,"['usual team great job distilling complex ideas without sacrificing quality information', 'data science complicated field', ""don't fooled topics walk run approach"", 'super productive learning curve not native field']"
build-data-science-team,49,"A nice course, and very helpful!",5,['nice course helpful']
build-data-science-team,50,"very good course for beginners, in my case I built the same team and processes by heart and it matched the suggestions in this course",5,['good course beginners case built team processes heart matched suggestions course']
build-data-science-team,51,"Extremely practical and essentially human, this was really interesting to better understand the different roles and how to help data science teams to work together, highly recommended",5,"['extremely practical essentially human really interesting', 'better understand different roles help data science teams work together highly recommended']"
build-data-science-team,52,"This seemed more appropriate for a startup, and most of the content was rudimentary",1,['seemed appropriate startup content rudimentary']
build-data-science-team,53,This course was much better than the previous one in the series.,4,['course much better previous one series']
build-data-science-team,54,Great class!,5,['great class']
build-data-science-team,55,Must do it! Really good!,5,"['must do it', 'really good']"
build-data-science-team,56,Very helpful and easy learning and objec,5,['helpful easy learning objec']
build-data-science-team,57,A very interesting course focus on the true life with data science teams. This course is more about the day to day life and problem to manage a data science team and less about pure organization. The financial aspects are not covered by Jeff nor the complex problems of people organization. I have noticed that I was the sole person to post on the forum.,4,"['interesting course focus true life data science teams', 'course day day life problem manage', 'data science team less pure organization', 'financial aspects not covered jeff nor complex problems people organization', 'noticed sole person post forum']"
build-data-science-team,58,A quick and Great introduction on building effective Teams,5,['quick great introduction building effective teams']
build-data-science-team,59,Nice course. Thank you.,5,"['nice course', 'thank you']"
build-data-science-team,60,"Jeff Leek is great, explains things in a very clear and understandable way. Loved the course.",5,"['jeff leek great explains things clear understandable way', 'loved the course']"
build-data-science-team,61,Very well documented and presented. I thoroughly enjoyed the course.,5,"['well documented presented', 'thoroughly enjoyed course']"
build-data-science-team,62,Great knowledge,5,['great knowledge']
build-data-science-team,63,"Good overview of the roles and skills needed, but loses a little momentum when it gets into the team management side of things, which is covered in many other business courses.",4,"['good overview roles skills needed loses', 'little momentum gets team management side things covered many business courses']"
build-data-science-team,64,"Great course, learned lots about building and leading a data science team; and also some tips on keeping teams motivated and ensuing communication and collaboration works well.",5,"['great course learned lots building leading', 'data science team also tips keeping teams motivated ensuing communication collaboration works well']"
build-data-science-team,65,Excellent lecturer and the topic focuses on issues specific to data science teams rather than general business practice.,5,"['excellent lecturer topic focuses issues specific', 'data science teams rather general business practice']"
build-data-science-team,66,Good overview of forming Data science team. The challenges are typical of any SDLC project. However I was looking to glean some specific challenges between DSc team and product or marketing teams.,4,"['good overview forming data science team', 'challenges typical sdlc project', 'however looking glean specific challenges dsc team product marketing teams']"
build-data-science-team,67,"Very useful for learners who do not have a background in Data Science or, Software engineering",4,['useful learners not background data science software engineering']
build-data-science-team,68,"Very good course! Thanks to it, i got an interest in developing my skills in Data Analysis further.",5,"['very good course', 'thanks got interest developing skills data analysis']"
build-data-science-team,69,"Content was good and questions were well-thought. Video lectures however would need written notes to accompany them. Also when videos are as long and fast-paced as it is in the course it would be nice to throw the major point in discussion on the background,this would help clarify and focus the idea the lecturer is trying to convey.",3,"['content good questions well thought', 'video lectures however would need written notes accompany', 'also videos long fast paced course', 'would nice throw major point discussion', 'background would help clarify focus idea lecturer trying convey']"
build-data-science-team,70,For those non technical coming to the subje,5,['non technical coming subje']
build-data-science-team,71,Easy to understand and very valuable,4,['easy understand valuable']
build-data-science-team,72,"Good pointers but not a lot of unique new insights. A lot of this is based on building any team, not unique to Data Science",4,"['good pointers not lot unique new insights', 'lot based building team not unique data science']"
build-data-science-team,73,"Short, well organized, and very useful. Perhaps quizzes could be improved in order to address more relevant topics. Thanks!",4,"['short well organized useful', 'perhaps quizzes could improved order address relevant topics', 'thanks']"
build-data-science-team,74,"Great overview, lots of useful tips, and an interesting angle to approach data science that i was not well versed in.",5,"['great overview lots useful tips interesting angle', 'approach data science not well versed']"
build-data-science-team,75,"needed more depth, which still could have been achieved in a 1-week format",3,['needed depth still could achieved 1 week format']
build-data-science-team,76,G,5,['g']
build-data-science-team,77,"If you know anything about management, specifically software engineering management, this course won't tell you anything new. It's very high level survey of best practices. I'm currently working as a software engineer on data science problems alone on my team. I wanted some idea of how data science teams are typically structured for when I need to talk about my work to my chain of command and my peers and for interacting with other dedicated data science teams at my company. I feel I got a pretty good idea of that and a better understanding the roles in an ideal team. I also feel prepared for the future if I were to apply for a role on a dedicated data science team. As far as actually building a team myself, I think this course won't really give you that if you don't already have other management experience, but it does give you some insight on the specifics of data science people. Finally, Quizzes could use some review, the answers don't often line up grammatically with the questions. Also the one with the instructor's LinkedIn profile linked doesn't work because LinkedIn covers the content and wants you to create an account. A link to a resume or something might be better.",3,"[""know anything management specifically software engineering management course won't tell anything new"", 'high level survey best practices', 'currently working software engineer data science problems alone team', 'wanted idea data science teams typically structured', 'need talk work chain command peers', 'interacting dedicated data science teams company', 'feel got pretty good idea better understanding roles ideal team', 'also feel prepared future apply role dedicated data science team', ""far actually building team think course won't really give"", ""don't already management experience give insight specifics data science people"", ""finally quizzes could use review answers don't often line grammatically questions"", ""also one instructor's linkedin profile linked"", 'work linkedin covers content wants create account', 'link resume something might better']"
build-data-science-team,78,Excellent Certification course on Team and deliverable management related to Data Science.,4,['excellent certification course team deliverable management related data science']
build-data-science-team,79,Very basic,2,['very basic']
build-data-science-team,80,Material presented was succinct and easily understandable.,4,['material presented succinct easily understandable']
build-data-science-team,81,Very informative course on building a data science team!,5,['informative course building data science team']
build-data-science-team,82,"I will be using in my project,It is really important to articulate the various areas of my organization with the data censors, can work transversally",5,['using project really important articulate various areas organization data censors work transversally']
build-data-science-team,83,very informative with practical inputs.,5,['informative practical inputs']
build-data-science-team,84,"Some of the videos are very basic concepts on how to lead a team (i.e.: Management strategies, common difficulties,...). It is already known things for a manager with some experience leading teams. This course could be shorter.",3,"['videos basic concepts lead team', 'e', 'management strategies common difficulties', ')', 'already known things manager experience leading teams', 'course could shorter']"
build-data-science-team,85,great course and instructor!,5,['great course instructor']
build-data-science-team,86,Great useful course,5,['great useful course']
build-data-science-team,87,"For most people this might be four stars. There is solid content here, but I couldn't help but feel a lot of this stuff is fairly standard OD/management material and in some ways, it felt like asking, say, a project manager to deliver a data science course. If you have never done any managerial training or read material on intrinsic motivation, org and team culture, then you will get value. For me this was pretty stock",3,"['people might four stars', ""solid content couldn't help feel lot"", 'stuff fairly standard od management material', 'ways felt like asking say project manager deliver data science course', 'never done managerial training read material', 'intrinsic motivation org team culture get value', 'for me this was pretty stock']"
build-data-science-team,88,The mode of teaching was interesting and I hope you can do better in the area of providing answers to questions we missed after the course. Thanks for the opportunity given to me.,5,"['mode teaching interesting hope better area providing answers questions missed course', 'thanks opportunity given']"
build-data-science-team,89,"The explanation of roles is clear. So are other remarkt / piffalls / do's and don'ts. But those are valid for all specialist functionsCouple of remarks:(1) The target audience seems to be the data manager, rather than any executive (C/ C-1 level) of function (HR) dealing with building a data science team.(2) With regard to management and organizing, I missed the ""academic"" level (organisational design) nor did it help in setting up data science (where / how to start ?).",2,"['explanation roles clear', ""remarkt piffalls do's don'ts"", 'valid specialist functionscouple remarks 1 target audience seems', 'data manager rather executive c c 1 level', 'function hr dealing building data science team', '2 regard management organizing missed academic level organisational design nor help setting data science start', ')']"
build-data-science-team,90,"Hi everyone !It is my honor to appreciate what I learnt from this course. I love it,the university,and the instructors. It is a step forward for my carrier.",5,"['hi everyone', 'honor appreciate learnt course', 'love university instructors', 'step forward carrier']"
build-data-science-team,91,I'm not sure if the material presented in this course warranted a whole separate course (even if it only was one week). It probably could have been inserted in various segments of a larger data science specialization throughout the classes. Most of the topics discussed should be common knowledge to a mid-level manager of data science or even strategic marketing in general.,2,"['not sure material presented course warranted', 'whole separate course even one week', 'probably could inserted various segments larger data science specialization throughout classes', 'topics discussed common knowledge mid level manager', 'data science even strategic marketing general']"
build-data-science-team,92,Rudimentary HR / new supervisor level information. Not specific to Data Science either.,1,"['rudimentary hr new supervisor level information', 'not specific data science either']"
build-data-science-team,93,Really well put together material and the Jeff Leek is engaging as a lecturer,5,['really well put together material jeff leek engaging lecturer']
build-data-science-team,94,"This material is important, but the assessment quizzes were tedious as the right answer often hung on some small obscure remark that was hard to recall.",2,['material important assessment quizzes tedious right answer often hung small obscure remark hard recall']
build-data-science-team,95,Great course for someone who will be leading a DS team for the first time.,5,['great course someone leading ds team first time']
build-data-science-team,96,"Really great course, quick yet informative!",5,['really great course quick yet informative']
build-data-science-team,97,too pricy,4,['too pricy']
build-data-science-team,98,This course delivered all the materials the way I expected it to and was easy to understand.,5,['course delivered materials way expected easy understand']
build-data-science-team,99,"A good, enjoyable course with some interesting additional reading. I think I would have preferred a little more detail/content to have given it a full five stars. That said...I am very happy to have taken and passed the course. Thank you all involved. Now on to 'Managing Data Analysis'!!",4,"['good enjoyable course interesting additional reading', 'think would preferred little detail content given full five stars', 'that said', 'happy taken passed course', 'thank you all involved', ""'managing data analysis'""]"
build-data-science-team,100,Good and useful material,5,['good useful material']
build-data-science-team,101,This course gave me good insight about building a data science team that can be easily related to my work environment.,4,['course gave good insight building data science team easily related work environment']
build-data-science-team,102,"My name is Jose Antonio from Brazil. I am looking for a new Data Scientist career.Please, take a look at my LinkedIn profile: https://www.linkedin.com/in/joseantonio11I did this course to get new knowledge about Big Data and better understand the technology and your practical applications.The course was excellent and the classes well taught by teachers.Congratulations to Coursera team and Instructors.Regards",5,"['name jose antonio brazil', 'looking new data scientist career', 'please take look linkedin profile https www', 'linkedin', 'com joseantonio11i course get new knowledge', 'big data better understand technology practical applications', 'course excellent classes well taught teachers', 'congratulations coursera team instructors', 'regards']"
build-data-science-team,103,There could be more work in the assignments in this course. The Quizzes are very simple.,3,"['could work assignments course', 'the quizzes are very simple']"
build-data-science-team,104,Thanks,5,['thanks']
build-data-science-team,105,"I will like a little more of excersices, ""real""/""simulate"" problems.",4,['like little excersices real simulate problems']
build-data-science-team,106,Great course!,5,['great course']
build-data-science-team,107,Lectures are very brief and concepts that were delivered will surely help Data Science Managers intheir profession.,5,['lectures brief concepts delivered surely help data science managers intheir profession']
build-data-science-team,108,In my opinion this course does not fit to the specialization well. Not sure how big proportion of the specialization students have a background different from data science and are going to manage the data science team.,2,"['opinion course not fit specialization well', 'not sure big proportion specialization students', 'background different data science going manage data science team']"
build-data-science-team,109,Very clearly presented!,5,['very clearly presented']
build-data-science-team,110,Good course,5,['good course']
build-data-science-team,111,Excellent overview of the structure and dynamics of data science teams in various types of organizations.,5,['excellent overview structure dynamics data science teams various types organizations']
build-data-science-team,112,good insights and ways to avoid problems in building and importantly advertising your team,4,['good insights ways avoid problems building importantly advertising team']
build-data-science-team,113,Very short. Quality of the course is OK.,3,"['very short', 'quality course ok']"
build-data-science-team,114,Very challenging and practical,5,['very challenging and practical']
build-data-science-team,115,It does what it says,5,['it does what it says']
build-data-science-team,116,"This is a great course and a daring venture for what is really an art form, beyond it's scientific requirements. This part of the specialization needs a little refinement.I posted this in the discussion forum.· 7 days ago · EditedFirst of all.....these guys running this data science department have their hands full. They are teaching live classes for students who have spent OODLES (lots) of money to attend this prestigious college . Johns Hopkins is about as good as it gets for a medical degree. Then they are doing experiments and other data science for the research division of Johns Hopkins which is also as good as it gets........THEN they are doing these MOOC courses on top of all their other responsibilities......Dr. Leek is a University of Washington Alumni, which is also top notch for Data Science.The video lesson is flawed, there is no denying it. But I must say these teachers are very open to improvement in the course and your comments on what could be better done are received and acted upon, so I would include them in your thank you letter to the teachers.ALSO I think these MOOC courses are best done by all members of the department contributing. Truly this field IS a team sport. I feel this course was good, but the videos need to be edited and scripted, so unnecessary language, which dilutes the core knowledge, that must be learned, is not diluted where questions are left in the students head about content when being tested. I learned long ago in a college calculus class that if your mark isn't perfect, it's OK, so long as you pass with a high score......even if it is the teachers fault. The course could use better video production with teleprompter scripting......maybe some AV students at Johns Hopkins could get on board. it will happen eventually I'm sure.You want to take a course that is absolutely one of the best courses I've taken anywhere and truly the best online. Try the number one business course on Coursera:GROW TO GREATNESS, either part 1 or 2, University of Virginia, Darden School Of Business...........A team created course with one helluva a teacher who is a business person, researcher and award-winning writer. I would recommend this course to ANY student and especially E-Teachers.The problem with this course is that there is a lot of information that can be included but may not be absolutely necessary as a ""core concept"". Needless to say, the more technical skills any employee has, the more insight they will have into their teammate's skills, as well, as the overall mission of the data department and the business it serves. I'm more of a tech and infrastructure person, I'm not real passionate about coding. I find it tedious. The more I learn about it, the more I enjoy it, albeit, from a distance. I can't see myself creating great blocks of scripts, but the more I know about how they are created AND what rules the code in a project must abide by, the better my skills will be as a data center manager. So I'm trying to learn as much as possible about R, Python, and companion programs like ggvis for creating visualizations. I'd say visualizations are an essential skill for a data manager, since you have to present results and projects, questions, and answers to higher ups and other departments.this link comes from the resource section of this course:https://www.datacamp.com/courses/ggvis-data-visualization-r-tutorialThis link or URL is of much more value to me, than a flawed test question and a reduction in my 100 percent average in the specialization.Without this lesson, in this course, I would not have this valuable resource.Another great link, which has a great FREE print publication as well:http://www.processor.com/ ...these people have been advising data center managers longer than just about anybody !Verbally and in the transcript are some nebulous statements that point toward the main idea, that concept being: the more any employee, on any data science or technical team member IS, a ""jack of all trades"", the better. So that could have been included in some more general way on the quiz, because really that is pretty much a general rule, I've found, working in ANY capacity in the tech industry. I have done a great deal of audio editing, working at numerous radio stations, with Adobe Audition. With others like: Pro Tools, or any other really good quality AV digital editor the result is streamlined, near seamless, audio-video, or one or the other. You just learn how to read and edit wave forms of all kinds.Years ago, in Dallas, Texas, attending Richland College. I learned a valuable lesson. I was taking a college level Calc-Trig math class being taught by the regular professor's WIFE. I don't know if the professor was sick, but this woman, who was teaching the class for the whole semester, frankly, was not qualified. I had always been considered an illiterate by my high school math teachers, a married couple who, frankly, were highly abnormal even on the geekiest scale. These people were acting like they were a world above most people in the class. Needless to say, I assumed, by their ""adult"" opinions, they were sent by God Himself, to educate me thru denigration.I was amazed, how 10 years later, in College math how well I was doing. I was carrying a 100 percent average ! So midterm this faux professor declares, ""I'll be prefiguring all the arithmetic to be easy, so you won't have to bring your calculators !""SO I DIDN'T.......and of course the teacher's wife proclaims.....""I didn't have time to make the arithmetic easy so you'd better use your calculators !"" I literally had pages and pages of figuring in handwriting accompanying my 3 page test. The result was a C plus on the test. I angrily told the sub teacher ""I did not bring a calculator to this test because you said it wouldn't be necessary, therefore I must be allowed to redo this test with a calculator !"" She of course relented, ""No that won't be possible...that's not a bad grade...."" she continued, ""what are you worried about ?""........I was so peeved, I was going to drop the class. It was too late in the semester, and I was so disgusted with this woman's cavalier dismissal of my perfect grade that I just stopped going to class. The result was a failing final grade.Who ultimately suffered from this dilemma ? That, albeit, unfairly was me.....who created this ""academic"" tragedy, by the aggravation of a deeply flawed situation. Once again, that would be me.",4,"['great course daring venture really art form beyond scientific requirements', 'part specialization needs little refinement', 'posted discussion forum', '7 days ago editedfirst', 'guys running data science department hands full', 'teaching live classes students spent oodles lots money attend prestigious college', 'johns hopkins good gets medical degree', 'experiments data science research division johns hopkins also good gets', 'mooc courses top responsibilities', 'dr', 'leek university washington alumni also top notch data science', 'video lesson flawed no denying', 'must say teachers open improvement course', 'comments could better done received acted upon would include thank letter teachers', 'also think mooc courses best done members department contributing', 'truly field team sport', 'feel course good videos need edited', 'scripted unnecessary language dilutes core knowledge', 'must learned not diluted questions left students head content tested', 'learned long ago college calculus class', ""mark isn't perfect ok long pass high score"", 'even teachers fault', 'course could use better video production teleprompter scripting', 'maybe av students johns hopkins could get board', 'happen eventually sure', 'want take course absolutely one best courses taken anywhere truly best online', 'try number one business course coursera grow', 'greatness either part 1 2 university virginia darden school business', 'team created course one helluva teacher', 'business person researcher award winning writer', 'would recommend course student especially e teachers', 'problem course lot information included may not absolutely necessary core concept', 'needless say technical skills employee insight', ""teammate's skills well overall mission data department business serves"", 'tech infrastructure person not real passionate coding', 'i find it tedious', 'learn enjoy albeit distance', ""can't see creating great blocks scripts"", 'know created rules code project must abide better skills data center manager', 'trying learn much possible r python', 'companion programs like ggvis creating visualizations', 'say visualizations essential skill data manager since', 'present results projects questions answers higher ups departments', 'link comes resource section course https www', 'datacamp', 'com courses ggvis data visualization r tutorialthis link', 'url much value flawed test question reduction 100 percent average specialization', 'without lesson course would not valuable resource', 'another great link great free print publication well http www', 'processor', 'com/', 'people advising data center managers longer anybody', 'verbally transcript nebulous statements point toward', 'main idea concept employee data science', 'technical team member jack trades better', 'could included general way quiz really', 'pretty much general rule found working capacity tech industry', 'done great deal audio editing working numerous radio stations adobe audition', 'others like pro tools really good quality av digital editor', 'result streamlined near seamless audio video one', 'learn read edit wave forms kinds', 'years ago dallas texas attending richland college', 'learned valuable lesson', ""taking college level calc trig math class taught regular professor's wife"", ""don't know professor sick woman teaching"", 'class whole semester frankly not qualified', 'always considered illiterate high school math teachers', 'married couple frankly highly abnormal even geekiest scale', 'people acting like world people class', 'needless say assumed adult opinions sent god educate thru denigration', 'amazed 10 years later college math well', 'carrying 100 percent average', ""midterm faux professor declares prefiguring arithmetic easy won't bring calculators"", '""so i didn\'t', ""course teacher's wife proclaims"", ""didn't time make arithmetic easy better use calculators"", 'literally pages pages figuring handwriting accompanying 3 page test', 'result c plus test', 'angrily told sub teacher not bring', ""calculator test said wouldn't necessary therefore must allowed redo test calculator"", ""course relented no won't possible"", ""that's not bad grade"", '"" she continued, ""what are you worried about', '""', 'peeved going drop class', ""late semester disgusted woman's cavalier dismissal perfect grade stopped going class"", 'result failing final grade', 'ultimately suffered dilemma', 'that, albeit, unfairly was me', 'created academic tragedy aggravation deeply flawed situation', 'once again, that would be me']"
build-data-science-team,117,"The information is useful, but I think the five courses in the specialization could be merged into a single one.",3,['information useful think five courses specialization could merged single one']
build-data-science-team,118,"This was a fine overview however I was hoping to drill down into more detail on some of the roles and responsibilites data teams can have. For example data architects, stewards etc.",3,"['fine overview however hoping drill detail roles responsibilites data teams', 'example data architects stewards etc']"
build-data-science-team,119,Good course to build a foundation on how to recruit your data science team,5,['good course build foundation recruit data science team']
build-data-science-team,120,"Well organized body of knowledge on how to build efficient data science team, from 0 to 60. Addresses a number of challenges including how to build an inter-disciplinary team, what to expect from practitioners from different disciplines, how to recognize right candidates, how to assign the right mix of practitioners to right business problems, how to cross-polinate the knowledge, how to keep feedback loops at professional level as it's fraught with potential for conflicting opinions, when to stop analysis, how to empower the team to initiate next iterations with business, common pitfalls and more. Worth every $ and all the time you'll spend on it.",5,"['well organized body knowledge build efficient data science team 0 60', 'addresses number challenges including build inter disciplinary team', 'expect practitioners different disciplines recognize right candidates', 'assign right mix practitioners right business problems', 'cross polinate knowledge keep feedback loops', 'professional level fraught potential conflicting opinions', 'stop analysis empower team initiate next iterations business common pitfalls', 'worth every time spend']"
build-data-science-team,121,"great for existence human and android based life-form simulation internal lifestyle...The course improves life within the simulation 10 fold at least(when combined with the other specialization courses) ...Perfect learning tool for those who have worked professionally in research field sin our simulation and yet now have a touch of ""the turrings"" or you know : CBI...Special thanks to the designers of the course.Top scores for coursera.org &John Hopkins ...",5,"['great existence human android based life form simulation internal lifestyle', 'course improves life within simulation 10 fold least combined specialization courses', 'perfect learning tool worked professionally research field sin', 'simulation yet touch turrings know cbi', 'special thanks designers course', 'top scores coursera', 'org john hopkins']"
