CourseId,ReviewId,SemanticUnit,Label
big-data-machine-learning,28,course,1
big-data-machine-learning,28,cannot generalise,1
big-data-machine-learning,28,apply,1
big-data-machine-learning,28,'learned' information,1
big-data-machine-learning,28,skills,1
big-data-machine-learning,28,topics,1
big-data-machine-learning,28,researches,1
big-data-machine-learning,28,didn't actually understand,1
big-data-machine-learning,28,core concepts,1
big-data-machine-learning,28,use,1
big-data-machine-learning,28,programs,1
big-data-machine-learning,29,professors,5
big-data-machine-learning,29,great,5
big-data-machine-learning,29,videos helped alot,5
big-data-machine-learning,29,understanding lot,5
big-data-machine-learning,29,core concepts,5
big-data-machine-learning,29,machine learning,5
big-data-machine-learning,30,good introductory class,4
big-data-machine-learning,30,machine learning,4
big-data-machine-learning,30,wish,4
big-data-machine-learning,30,depth,4
big-data-machine-learning,31,machine learning,2
big-data-machine-learning,31,simplified,2
big-data-machine-learning,31,spark part,2
big-data-machine-learning,31,not even explained also,2
big-data-machine-learning,31,little relation,2
big-data-machine-learning,31,course,2
big-data-machine-learning,31,big data,2
big-data-machine-learning,32,excellent,5
big-data-machine-learning,33,make sure,4
big-data-machine-learning,33,code provided,4
big-data-machine-learning,33,fine,4
big-data-machine-learning,33,without problem,4
big-data-machine-learning,33,also better instructions,4
big-data-machine-learning,33,go,4
big-data-machine-learning,33,tool needed,4
big-data-machine-learning,33,use,4
big-data-machine-learning,33,remember,4
big-data-machine-learning,33,learning,4
big-data-machine-learning,33,amount,4
big-data-machine-learning,33,tools,4
big-data-machine-learning,33,big data ecosystem,4
big-data-machine-learning,33,vast,4
big-data-machine-learning,34,good overview,4
big-data-machine-learning,34,working,4
big-data-machine-learning,34,spark,4
big-data-machine-learning,34,knime acceptable little theoretical background,4
big-data-machine-learning,34,presented concepts,4
big-data-machine-learning,34,sake,4
big-data-machine-learning,34,application use,4
big-data-machine-learning,35,another course,1
big-data-machine-learning,35,ucsd's big data introductory course,1
big-data-machine-learning,35,material,1
big-data-machine-learning,35,not pertinent,1
big-data-machine-learning,35,specialty,1
big-data-machine-learning,35,big data technologies,1
big-data-machine-learning,35,course,1
big-data-machine-learning,35,not increase one's knowledge,1
big-data-machine-learning,35,machine learning,1
big-data-machine-learning,35,way,1
big-data-machine-learning,35,justifies spending,1
big-data-machine-learning,35,time,1
big-data-machine-learning,35,course,1
big-data-machine-learning,36,almost,2
big-data-machine-learning,36,useless course ml overview using knime,2
big-data-machine-learning,36,gives no insight whatsoever,2
big-data-machine-learning,37,insightful,4
build-data-science-team,38,excellent,5
build-data-science-team,39,class,5
build-data-science-team,39,great introduction,5
build-data-science-team,39,topic,5
build-data-science-team,39,building,5
build-data-science-team,39,data science team,5
build-data-science-team,39,material,5
build-data-science-team,39,practically oriented cited,5
build-data-science-team,39,lot,5
build-data-science-team,39,relevant external sources e,5
build-data-science-team,39,g,5
build-data-science-team,39,news articles,5
build-data-science-team,39,data science,5
build-data-science-team,39,easy,5
build-data-science-team,39,understand,5
build-data-science-team,39,production quality,5
build-data-science-team,39,excellent easy,5
build-data-science-team,39,listen,5
build-data-science-team,39,ready,5
build-data-science-team,39,follow,5
build-data-science-team,39,slides,5
build-data-science-team,39,questions immediately followed,5
build-data-science-team,39,short segment,5
build-data-science-team,39,would,5
build-data-science-team,39,preferred,5
build-data-science-team,39,professor,5
build-data-science-team,39,gone,5
build-data-science-team,39,different examples,5
build-data-science-team,39,data scientist,5
build-data-science-team,39,data engineering resumes,5
build-data-science-team,39,show,5
build-data-science-team,39,performers,5
build-data-science-team,39,quintile look like,5
build-data-science-team,39,signals distinguish members,5
build-data-science-team,39,quintile,5
build-data-science-team,39,higher,5
build-data-science-team,39,lower quintile,5
build-data-science-team,39,apart,5
build-data-science-team,39,signals,5
build-data-science-team,39,interview questions used,5
build-data-science-team,39,elicit,5
build-data-science-team,39,signals,5
build-data-science-team,39,would,5
build-data-science-team,39,ability levels,5
build-data-science-team,39,different,5
build-data-science-team,40,course,5
build-data-science-team,40,helpful,5
build-data-science-team,40,thank,5
build-data-science-team,41,excellent,5
build-data-science-team,42,bit,3
build-data-science-team,42,general,3
build-data-science-team,42,could,3
build-data-science-team,42,bias,3
build-data-science-team,42,mine,3
build-data-science-team,42,done quite,3
build-data-science-team,42,bit,3
build-data-science-team,42,management type work,3
build-data-science-team,42,maybe,3
build-data-science-team,42,didn't feel,3
build-data-science-team,42,new,3
build-data-science-team,42,informative,3
build-data-science-team,43,multiple choice questions,4
build-data-science-team,43,really,4
build-data-science-team,43,opinion,4
build-data-science-team,43,fact making,4
build-data-science-team,43,almost impossible,4
build-data-science-team,43,get,4
build-data-science-team,43,right,4
build-data-science-team,44,really enjoyed,5
build-data-science-team,45,good introduction,5
build-data-science-team,45,managing,5
build-data-science-team,45,team,5
build-data-science-team,45,perspective,5
build-data-science-team,45,data science,5
build-data-science-team,46,good overview,3
build-data-science-team,46,without management experience,3
build-data-science-team,46,experienced folks probably,3
build-data-science-team,46,good number since,3
build-data-science-team,46,executive data science course,3
build-data-science-team,46,pretty basic,3
build-data-science-team,46,also,3
build-data-science-team,46,elements come,3
build-data-science-team,46,management style,3
build-data-science-team,46,approaches,3
build-data-science-team,46,worked well,3
build-data-science-team,46,might not,3
build-data-science-team,46,ready,3
build-data-science-team,46,switch philosophies based,3
build-data-science-team,46,course,3
build-data-science-team,46,otherwise pretty good,3
build-data-science-team,47,good overview,5
build-data-science-team,47,interesting,5
build-data-science-team,47,good management approach,5
build-data-science-team,48,usual,5
build-data-science-team,48,team,5
build-data-science-team,48,great job,5
build-data-science-team,48,distilling complex ideas without sacrificing,5
build-data-science-team,48,quality,5
build-data-science-team,48,information,5
build-data-science-team,48,data science,5
build-data-science-team,48,complicated field,5
build-data-science-team,48,don't,5
build-data-science-team,48,fooled,5
build-data-science-team,48,topics,5
build-data-science-team,48,walk,5
build-data-science-team,48,run approach,5
build-data-science-team,48,super productive,5
build-data-science-team,48,learning curve,5
build-data-science-team,48,not native,5
build-data-science-team,48,field,5
build-data-science-team,49,nice course,5
build-data-science-team,49,helpful,5
build-data-science-team,50,good course,5
build-data-science-team,50,beginners,5
build-data-science-team,50,case,5
build-data-science-team,50,built,5
build-data-science-team,50,team,5
build-data-science-team,50,processes,5
build-data-science-team,50,heart,5
build-data-science-team,50,matched,5
build-data-science-team,50,suggestions,5
build-data-science-team,50,course,5
build-data-science-team,51,extremely practical,5
build-data-science-team,51,essentially human,5
build-data-science-team,51,really interesting,5
build-data-science-team,51,better understand,5
build-data-science-team,51,different roles,5
build-data-science-team,51,help data science teams,5
build-data-science-team,51,work together highly recommended,5
build-data-science-team,52,seemed,1
build-data-science-team,52,appropriate,1
build-data-science-team,52,startup,1
build-data-science-team,52,content,1
build-data-science-team,52,rudimentary,1
build-data-science-team,53,course,4
build-data-science-team,53,much better,4
build-data-science-team,53,previous one,4
build-data-science-team,53,series,4
build-data-science-team,54,great class,5
build-data-science-team,55,must,5
build-data-science-team,55,really good,5
build-data-science-team,56,helpful,5
build-data-science-team,56,easy learning,5
build-data-science-team,56,objec,5
build-data-science-team,57,interesting course focus,4
build-data-science-team,57,true life,4
build-data-science-team,57,data science teams,4
build-data-science-team,57,course,4
build-data-science-team,57,day,4
build-data-science-team,57,day life,4
build-data-science-team,57,problem,4
build-data-science-team,57,manage,4
build-data-science-team,57,data science team,4
build-data-science-team,57,less,4
build-data-science-team,57,pure organization,4
build-data-science-team,57,financial aspects,4
build-data-science-team,57,not covered,4
build-data-science-team,57,jeff nor,4
build-data-science-team,57,complex problems,4
build-data-science-team,57,people organization,4
build-data-science-team,57,noticed,4
build-data-science-team,57,sole person,4
build-data-science-team,57,post,4
build-data-science-team,57,forum,4
build-data-science-team,58,quick,5
build-data-science-team,58,great introduction,5
build-data-science-team,58,building effective teams,5
build-data-science-team,59,nice course,5
build-data-science-team,59,thank,5
build-data-science-team,60,jeff leek,5
build-data-science-team,60,great explains things,5
build-data-science-team,60,clear,5
build-data-science-team,60,understandable way,5
build-data-science-team,60,loved,5
build-data-science-team,60,course,5
build-data-science-team,61,well documented,5
build-data-science-team,61,presented,5
build-data-science-team,61,thoroughly enjoyed,5
build-data-science-team,61,course,5
build-data-science-team,62,great knowledge,5
build-data-science-team,63,good overview,4
build-data-science-team,63,roles,4
build-data-science-team,63,skills needed,4
build-data-science-team,63,loses,4
build-data-science-team,63,little momentum,4
build-data-science-team,63,gets,4
build-data-science-team,63,team management side,4
build-data-science-team,63,things,4
build-data-science-team,63,covered,4
build-data-science-team,63,many,4
build-data-science-team,63,business courses,4
build-data-science-team,64,great course learned lots,5
build-data-science-team,64,building,5
build-data-science-team,64,leading,5
build-data-science-team,64,data science team,5
build-data-science-team,64,also,5
build-data-science-team,64,tips,5
build-data-science-team,64,keeping teams motivated,5
build-data-science-team,64,ensuing communication,5
build-data-science-team,64,collaboration works well,5
build-data-science-team,65,excellent lecturer,5
build-data-science-team,65,topic focuses,5
build-data-science-team,65,issues specific,5
build-data-science-team,65,data science teams rather,5
build-data-science-team,65,general business practice,5
build-data-science-team,66,good overview,4
build-data-science-team,66,forming data science team,4
build-data-science-team,66,challenges,4
build-data-science-team,66,typical,4
build-data-science-team,66,sdlc project,4
build-data-science-team,66,however,4
build-data-science-team,66,looking,4
build-data-science-team,66,glean,4
build-data-science-team,66,specific challenges,4
build-data-science-team,66,dsc team,4
build-data-science-team,66,product,4
build-data-science-team,66,marketing teams,4
build-data-science-team,67,useful,4
build-data-science-team,67,learners,4
build-data-science-team,67,not,4
build-data-science-team,67,background,4
build-data-science-team,67,data science,4
build-data-science-team,67,software engineering,4
build-data-science-team,68,good course,5
build-data-science-team,68,thanks,5
build-data-science-team,68,got,5
build-data-science-team,68,interest,5
build-data-science-team,68,developing,5
build-data-science-team,68,skills,5
build-data-science-team,68,data analysis,5
build-data-science-team,69,content,3
build-data-science-team,69,good,3
build-data-science-team,69,questions,3
build-data-science-team,69,well thought,3
build-data-science-team,69,video lectures however would need written notes,3
build-data-science-team,69,accompany,3
build-data-science-team,69,also,3
build-data-science-team,69,videos,3
build-data-science-team,69,long,3
build-data-science-team,69,fast paced,3
build-data-science-team,69,course,3
build-data-science-team,69,would,3
build-data-science-team,69,nice,3
build-data-science-team,69,throw,3
build-data-science-team,69,major point,3
build-data-science-team,69,discussion,3
build-data-science-team,69,background,3
build-data-science-team,69,would help clarify,3
build-data-science-team,69,focus,3
build-data-science-team,69,idea,3
build-data-science-team,69,lecturer,3
build-data-science-team,69,trying,3
build-data-science-team,69,convey,3
build-data-science-team,70,non technical coming,5
build-data-science-team,70,subje,5
build-data-science-team,71,easy,4
build-data-science-team,71,understand,4
build-data-science-team,71,valuable,4
build-data-science-team,72,good pointers,4
build-data-science-team,72,not,4
build-data-science-team,72,lot,4
build-data-science-team,72,unique new insights,4
build-data-science-team,72,lot,4
build-data-science-team,72,based,4
build-data-science-team,72,building,4
build-data-science-team,72,team not unique,4
build-data-science-team,72,data science,4
build-data-science-team,73,short well organized,4
build-data-science-team,73,useful,4
build-data-science-team,73,perhaps quizzes could,4
build-data-science-team,73,improved,4
build-data-science-team,73,order,4
build-data-science-team,73,address,4
build-data-science-team,73,relevant topics,4
build-data-science-team,73,thanks,4
build-data-science-team,74,great overview lots,5
build-data-science-team,74,useful tips,5
build-data-science-team,74,interesting angle,5
build-data-science-team,74,approach data science,5
build-data-science-team,74,not well versed,5
build-data-science-team,75,needed,3
build-data-science-team,75,depth,3
build-data-science-team,75,still could,3
build-data-science-team,75,achieved,3
build-data-science-team,75,1 week format,3
build-data-science-team,76,g,5
build-data-science-team,77,know anything,3
build-data-science-team,77,management specifically software engineering management,3
build-data-science-team,77,course won't tell,3
build-data-science-team,77,anything new,3
build-data-science-team,77,high level survey,3
build-data-science-team,77,best practices,3
build-data-science-team,77,currently working,3
build-data-science-team,77,software engineer,3
build-data-science-team,77,data science problems alone,3
build-data-science-team,77,team,3
build-data-science-team,77,wanted,3
build-data-science-team,77,idea,3
build-data-science-team,77,data science teams,3
build-data-science-team,77,typically structured,3
build-data-science-team,77,need,3
build-data-science-team,77,talk,3
build-data-science-team,77,work,3
build-data-science-team,77,chain,3
build-data-science-team,77,command,3
build-data-science-team,77,peers,3
build-data-science-team,77,interacting,3
build-data-science-team,77,dedicated data science teams,3
build-data-science-team,77,company,3
build-data-science-team,77,feel,3
build-data-science-team,77,got,3
build-data-science-team,77,pretty good idea,3
build-data-science-team,77,better understanding,3
build-data-science-team,77,roles,3
build-data-science-team,77,ideal team,3
build-data-science-team,77,also feel prepared,3
build-data-science-team,77,future,3
build-data-science-team,77,apply,3
build-data-science-team,77,role,3
build-data-science-team,77,dedicated data science team,3
build-data-science-team,77,far,3
build-data-science-team,77,actually building,3
build-data-science-team,77,team,3
build-data-science-team,77,think,3
build-data-science-team,77,course won't really give,3
build-data-science-team,77,don't already,3
build-data-science-team,77,management experience,3
build-data-science-team,77,give,3
build-data-science-team,77,insight,3
build-data-science-team,77,specifics,3
build-data-science-team,77,data science people,3
build-data-science-team,77,finally quizzes could use,3
build-data-science-team,77,review,3
build-data-science-team,77,answers don't often line,3
build-data-science-team,77,grammatically,3
build-data-science-team,77,questions,3
build-data-science-team,77,also,3
build-data-science-team,77,one,3
build-data-science-team,77,instructor's linkedin profile linked,3
build-data-science-team,77,work,3
build-data-science-team,77,linkedin covers,3
build-data-science-team,77,content,3
build-data-science-team,77,wants,3
build-data-science-team,77,create,3
build-data-science-team,77,account,3
build-data-science-team,77,link,3
build-data-science-team,77,resume,3
build-data-science-team,77,something might,3
build-data-science-team,77,better,3
build-data-science-team,78,excellent certification course,4
build-data-science-team,78,team,4
build-data-science-team,78,deliverable management related,4
build-data-science-team,78,data science,4
build-data-science-team,79,basic,2
build-data-science-team,80,material presented,4
build-data-science-team,80,succinct,4
build-data-science-team,80,easily understandable,4
build-data-science-team,81,informative course,5
build-data-science-team,81,building,5
build-data-science-team,81,data science team,5
build-data-science-team,82,using,5
build-data-science-team,82,project,5
build-data-science-team,82,really important,5
build-data-science-team,82,articulate,5
build-data-science-team,82,various areas,5
build-data-science-team,82,organization,5
build-data-science-team,82,data censors,5
build-data-science-team,82,work transversally,5
build-data-science-team,83,informative,5
build-data-science-team,83,practical inputs,5
build-data-science-team,84,videos,3
build-data-science-team,84,basic concepts,3
build-data-science-team,84,lead,3
build-data-science-team,84,team,3
build-data-science-team,84,e,3
build-data-science-team,84,management strategies common difficulties,3
build-data-science-team,84,),3
build-data-science-team,84,already known things,3
build-data-science-team,84,manager,3
build-data-science-team,84,experience leading teams,3
build-data-science-team,84,course could,3
build-data-science-team,84,shorter,3
build-data-science-team,85,great course,5
build-data-science-team,85,instructor,5
build-data-science-team,86,great useful course,5
build-data-science-team,87,people,3
build-data-science-team,87,might,3
build-data-science-team,87,four stars,3
build-data-science-team,87,solid content,3
build-data-science-team,87,couldn't help,3
build-data-science-team,87,feel,3
build-data-science-team,87,lot,3
build-data-science-team,87,stuff,3
build-data-science-team,87,fairly standard od management material,3
build-data-science-team,87,ways,3
build-data-science-team,87,felt like asking say,3
build-data-science-team,87,project manager,3
build-data-science-team,87,deliver,3
build-data-science-team,87,data science course,3
build-data-science-team,87,never done,3
build-data-science-team,87,managerial training,3
build-data-science-team,87,read material,3
build-data-science-team,87,intrinsic motivation org,3
build-data-science-team,87,team culture,3
build-data-science-team,87,get value,3
build-data-science-team,87,pretty stock,3
build-data-science-team,88,mode,5
build-data-science-team,88,teaching,5
build-data-science-team,88,interesting,5
build-data-science-team,88,hope,5
build-data-science-team,88,better,5
build-data-science-team,88,area,5
build-data-science-team,88,providing answers,5
build-data-science-team,88,questions,5
build-data-science-team,88,missed,5
build-data-science-team,88,course,5
build-data-science-team,88,thanks,5
build-data-science-team,88,opportunity given,5
build-data-science-team,89,explanation,2
build-data-science-team,89,roles,2
build-data-science-team,89,clear,2
build-data-science-team,89,remarkt piffalls do's,2
build-data-science-team,89,don'ts,2
build-data-science-team,89,valid,2
build-data-science-team,89,specialist functionscouple,2
build-data-science-team,89,remarks 1,2
build-data-science-team,89,target audience seems,2
build-data-science-team,89,data manager rather,2
build-data-science-team,89,executive c c 1 level,2
build-data-science-team,89,function hr dealing,2
build-data-science-team,89,building,2
build-data-science-team,89,data science team,2
build-data-science-team,89,2,2
build-data-science-team,89,regard,2
build-data-science-team,89,management,2
build-data-science-team,89,organizing,2
build-data-science-team,89,missed,2
build-data-science-team,89,academic level organisational design nor,2
build-data-science-team,89,help,2
build-data-science-team,89,setting,2
build-data-science-team,89,data science,2
build-data-science-team,89,start,2
build-data-science-team,89,),2
build-data-science-team,90,hi everyone,5
build-data-science-team,90,honor,5
build-data-science-team,90,appreciate,5
build-data-science-team,90,learnt,5
build-data-science-team,90,course,5
build-data-science-team,90,love,5
build-data-science-team,90,university,5
build-data-science-team,90,instructors,5
build-data-science-team,90,step forward,5
build-data-science-team,90,carrier,5
build-data-science-team,91,not sure,2
build-data-science-team,91,material presented,2
build-data-science-team,91,course warranted,2
build-data-science-team,91,whole separate course even,2
build-data-science-team,91,one week,2
build-data-science-team,91,probably could,2
build-data-science-team,91,inserted,2
build-data-science-team,91,various segments,2
build-data-science-team,91,larger data science specialization throughout,2
build-data-science-team,91,classes,2
build-data-science-team,91,topics discussed,2
build-data-science-team,91,common knowledge,2
build-data-science-team,91,mid level manager,2
build-data-science-team,91,data science,2
build-data-science-team,91,even strategic marketing,2
build-data-science-team,91,general,2
build-data-science-team,92,rudimentary hr new supervisor level information,1
build-data-science-team,92,not specific,1
build-data-science-team,92,data science either,1
build-data-science-team,93,really well put together material,5
build-data-science-team,93,jeff leek,5
build-data-science-team,93,engaging,5
build-data-science-team,93,lecturer,5
build-data-science-team,94,material,2
build-data-science-team,94,important,2
build-data-science-team,94,assessment quizzes,2
build-data-science-team,94,tedious,2
build-data-science-team,94,right answer often hung,2
build-data-science-team,94,small obscure remark,2
build-data-science-team,94,hard,2
build-data-science-team,94,recall,2
build-data-science-team,95,great course,5
build-data-science-team,95,someone,5
build-data-science-team,95,leading,5
build-data-science-team,95,ds team,5
build-data-science-team,95,first time,5
build-data-science-team,96,really great course quick yet informative,5
build-data-science-team,97,pricy,4
build-data-science-team,98,course delivered,5
build-data-science-team,98,materials,5
build-data-science-team,98,way,5
build-data-science-team,98,expected,5
build-data-science-team,98,easy,5
build-data-science-team,98,understand,5
build-data-science-team,99,good enjoyable course,4
build-data-science-team,99,interesting additional reading,4
build-data-science-team,99,think,4
build-data-science-team,99,would,4
build-data-science-team,99,preferred,4
build-data-science-team,99,little,4
build-data-science-team,99,detail content,4
build-data-science-team,99,given,4
build-data-science-team,99,full five stars,4
build-data-science-team,99,said,4
build-data-science-team,99,happy,4
build-data-science-team,99,taken,4
build-data-science-team,99,passed,4
build-data-science-team,99,course,4
build-data-science-team,99,thank,4
build-data-science-team,99,involved,4
build-data-science-team,99,'managing data analysis',4
build-data-science-team,100,good,5
build-data-science-team,100,useful material,5
build-data-science-team,101,course gave,4
build-data-science-team,101,good insight,4
build-data-science-team,101,building,4
build-data-science-team,101,data science team,4
build-data-science-team,101,easily related,4
build-data-science-team,101,work environment,4
build-data-science-team,102,name,5
build-data-science-team,102,jose antonio,5
build-data-science-team,102,brazil,5
build-data-science-team,102,looking,5
build-data-science-team,102,new data scientist career,5
build-data-science-team,102,please take,5
build-data-science-team,102,look,5
build-data-science-team,102,linkedin profile https www,5
build-data-science-team,102,linkedin,5
build-data-science-team,102,com,5
build-data-science-team,102,joseantonio11i,5
build-data-science-team,102,course,5
build-data-science-team,102,get new knowledge,5
build-data-science-team,102,big data,5
build-data-science-team,102,better understand,5
build-data-science-team,102,technology,5
build-data-science-team,102,practical applications,5
build-data-science-team,102,course,5
build-data-science-team,102,excellent,5
build-data-science-team,102,classes well taught,5
build-data-science-team,102,teachers,5
build-data-science-team,102,congratulations,5
build-data-science-team,102,coursera team,5
build-data-science-team,102,instructors,5
build-data-science-team,102,regards,5
build-data-science-team,103,could,3
build-data-science-team,103,work,3
build-data-science-team,103,assignments,3
build-data-science-team,103,course,3
build-data-science-team,103,quizzes,3
build-data-science-team,103,simple,3
build-data-science-team,104,thanks,5
