CourseId,Review,Label
build-data-science-team,"Extremely practical and essentially human, this was really interesting to better understand the different roles and how to help data science teams to work together, highly recommended",5
build-data-science-team,"This seemed more appropriate for a startup, and most of the content was rudimentary",1
build-data-science-team,This course was much better than the previous one in the series.,4
build-data-science-team,Great class!,5
build-data-science-team,Must do it! Really good!,5
build-data-science-team,Very helpful and easy learning and objec,5
build-data-science-team,A very interesting course focus on the true life with data science teams. This course is more about the day to day life and problem to manage a data science team and less about pure organization. The financial aspects are not covered by Jeff nor the complex problems of people organization. I have noticed that I was the sole person to post on the forum.,4
build-data-science-team,A quick and Great introduction on building effective Teams,5
build-data-science-team,Nice course. Thank you.,5
build-data-science-team,"Jeff Leek is great, explains things in a very clear and understandable way. Loved the course.",5
build-data-science-team,Very well documented and presented. I thoroughly enjoyed the course.,5
build-data-science-team,Great knowledge,5
build-data-science-team,"Good overview of the roles and skills needed, but loses a little momentum when it gets into the team management side of things, which is covered in many other business courses.",4
build-data-science-team,"Great course, learned lots about building and leading a data science team; and also some tips on keeping teams motivated and ensuing communication and collaboration works well.",5
build-data-science-team,Excellent lecturer and the topic focuses on issues specific to data science teams rather than general business practice.,5
build-data-science-team,Good overview of forming Data science team. The challenges are typical of any SDLC project. However I was looking to glean some specific challenges between DSc team and product or marketing teams.,4
build-data-science-team,"Very useful for learners who do not have a background in Data Science or, Software engineering",4
build-data-science-team,"Very good course! Thanks to it, i got an interest in developing my skills in Data Analysis further.",5
build-data-science-team,"Content was good and questions were well-thought. Video lectures however would need written notes to accompany them. Also when videos are as long and fast-paced as it is in the course it would be nice to throw the major point in discussion on the background,this would help clarify and focus the idea the lecturer is trying to convey.",3
build-data-science-team,For those non technical coming to the subje,5
build-data-science-team,Easy to understand and very valuable,4
build-data-science-team,"Good pointers but not a lot of unique new insights. A lot of this is based on building any team, not unique to Data Science",4
build-data-science-team,"Short, well organized, and very useful. Perhaps quizzes could be improved in order to address more relevant topics. Thanks!",4
build-data-science-team,"Great overview, lots of useful tips, and an interesting angle to approach data science that i was not well versed in.",5
build-data-science-team,"needed more depth, which still could have been achieved in a 1-week format",3
build-data-science-team,G,5
build-data-science-team,"If you know anything about management, specifically software engineering management, this course won't tell you anything new. It's very high level survey of best practices. I'm currently working as a software engineer on data science problems alone on my team. I wanted some idea of how data science teams are typically structured for when I need to talk about my work to my chain of command and my peers and for interacting with other dedicated data science teams at my company. I feel I got a pretty good idea of that and a better understanding the roles in an ideal team. I also feel prepared for the future if I were to apply for a role on a dedicated data science team. As far as actually building a team myself, I think this course won't really give you that if you don't already have other management experience, but it does give you some insight on the specifics of data science people. Finally, Quizzes could use some review, the answers don't often line up grammatically with the questions. Also the one with the instructor's LinkedIn profile linked doesn't work because LinkedIn covers the content and wants you to create an account. A link to a resume or something might be better.",3
build-data-science-team,Excellent Certification course on Team and deliverable management related to Data Science.,4
build-data-science-team,Very basic,2
build-data-science-team,Material presented was succinct and easily understandable.,4
build-data-science-team,Very informative course on building a data science team!,5
build-data-science-team,"I will be using in my project,It is really important to articulate the various areas of my organization with the data censors, can work transversally",5
build-data-science-team,very informative with practical inputs.,5
build-data-science-team,"Some of the videos are very basic concepts on how to lead a team (i.e.: Management strategies, common difficulties,...). It is already known things for a manager with some experience leading teams. This course could be shorter.",3
build-data-science-team,great course and instructor!,5
build-data-science-team,Great useful course,5
build-data-science-team,"For most people this might be four stars. There is solid content here, but I couldn't help but feel a lot of this stuff is fairly standard OD/management material and in some ways, it felt like asking, say, a project manager to deliver a data science course. If you have never done any managerial training or read material on intrinsic motivation, org and team culture, then you will get value. For me this was pretty stock",3
build-data-science-team,The mode of teaching was interesting and I hope you can do better in the area of providing answers to questions we missed after the course. Thanks for the opportunity given to me.,5
build-data-science-team,"The explanation of roles is clear. So are other remarkt / piffalls / do's and don'ts. But those are valid for all specialist functionsCouple of remarks:(1) The target audience seems to be the data manager, rather than any executive (C/ C-1 level) of function (HR) dealing with building a data science team.(2) With regard to management and organizing, I missed the ""academic"" level (organisational design) nor did it help in setting up data science (where / how to start ?).",2
build-data-science-team,"Hi everyone !It is my honor to appreciate what I learnt from this course. I love it,the university,and the instructors. It is a step forward for my carrier.",5
build-data-science-team,I'm not sure if the material presented in this course warranted a whole separate course (even if it only was one week). It probably could have been inserted in various segments of a larger data science specialization throughout the classes. Most of the topics discussed should be common knowledge to a mid-level manager of data science or even strategic marketing in general.,2
build-data-science-team,Rudimentary HR / new supervisor level information. Not specific to Data Science either.,1
build-data-science-team,Really well put together material and the Jeff Leek is engaging as a lecturer,5
build-data-science-team,"This material is important, but the assessment quizzes were tedious as the right answer often hung on some small obscure remark that was hard to recall.",2
build-data-science-team,Great course for someone who will be leading a DS team for the first time.,5
build-data-science-team,"Really great course, quick yet informative!",5
build-data-science-team,too pricy,4
build-data-science-team,This course delivered all the materials the way I expected it to and was easy to understand.,5
build-data-science-team,"A good, enjoyable course with some interesting additional reading. I think I would have preferred a little more detail/content to have given it a full five stars. That said...I am very happy to have taken and passed the course. Thank you all involved. Now on to 'Managing Data Analysis'!!",4
build-data-science-team,Good and useful material,5
build-data-science-team,This course gave me good insight about building a data science team that can be easily related to my work environment.,4
build-data-science-team,"My name is Jose Antonio from Brazil. I am looking for a new Data Scientist career.Please, take a look at my LinkedIn profile: https://www.linkedin.com/in/joseantonio11I did this course to get new knowledge about Big Data and better understand the technology and your practical applications.The course was excellent and the classes well taught by teachers.Congratulations to Coursera team and Instructors.Regards",5
build-data-science-team,There could be more work in the assignments in this course. The Quizzes are very simple.,3
build-data-science-team,Thanks,5
build-data-science-team,"I will like a little more of excersices, ""real""/""simulate"" problems.",4
build-data-science-team,Great course!,5
build-data-science-team,Lectures are very brief and concepts that were delivered will surely help Data Science Managers intheir profession.,5
build-data-science-team,In my opinion this course does not fit to the specialization well. Not sure how big proportion of the specialization students have a background different from data science and are going to manage the data science team.,2
build-data-science-team,Very clearly presented!,5
build-data-science-team,Good course,5
build-data-science-team,Excellent overview of the structure and dynamics of data science teams in various types of organizations.,5
build-data-science-team,good insights and ways to avoid problems in building and importantly advertising your team,4
build-data-science-team,Very short. Quality of the course is OK.,3
build-data-science-team,Very challenging and practical,5
build-data-science-team,It does what it says,5
build-data-science-team,"This is a great course and a daring venture for what is really an art form, beyond it's scientific requirements. This part of the specialization needs a little refinement.I posted this in the discussion forum.· 7 days ago · EditedFirst of all.....these guys running this data science department have their hands full. They are teaching live classes for students who have spent OODLES (lots) of money to attend this prestigious college . Johns Hopkins is about as good as it gets for a medical degree. Then they are doing experiments and other data science for the research division of Johns Hopkins which is also as good as it gets........THEN they are doing these MOOC courses on top of all their other responsibilities......Dr. Leek is a University of Washington Alumni, which is also top notch for Data Science.The video lesson is flawed, there is no denying it. But I must say these teachers are very open to improvement in the course and your comments on what could be better done are received and acted upon, so I would include them in your thank you letter to the teachers.ALSO I think these MOOC courses are best done by all members of the department contributing. Truly this field IS a team sport. I feel this course was good, but the videos need to be edited and scripted, so unnecessary language, which dilutes the core knowledge, that must be learned, is not diluted where questions are left in the students head about content when being tested. I learned long ago in a college calculus class that if your mark isn't perfect, it's OK, so long as you pass with a high score......even if it is the teachers fault. The course could use better video production with teleprompter scripting......maybe some AV students at Johns Hopkins could get on board. it will happen eventually I'm sure.You want to take a course that is absolutely one of the best courses I've taken anywhere and truly the best online. Try the number one business course on Coursera:GROW TO GREATNESS, either part 1 or 2, University of Virginia, Darden School Of Business...........A team created course with one helluva a teacher who is a business person, researcher and award-winning writer. I would recommend this course to ANY student and especially E-Teachers.The problem with this course is that there is a lot of information that can be included but may not be absolutely necessary as a ""core concept"". Needless to say, the more technical skills any employee has, the more insight they will have into their teammate's skills, as well, as the overall mission of the data department and the business it serves. I'm more of a tech and infrastructure person, I'm not real passionate about coding. I find it tedious. The more I learn about it, the more I enjoy it, albeit, from a distance. I can't see myself creating great blocks of scripts, but the more I know about how they are created AND what rules the code in a project must abide by, the better my skills will be as a data center manager. So I'm trying to learn as much as possible about R, Python, and companion programs like ggvis for creating visualizations. I'd say visualizations are an essential skill for a data manager, since you have to present results and projects, questions, and answers to higher ups and other departments.this link comes from the resource section of this course:https://www.datacamp.com/courses/ggvis-data-visualization-r-tutorialThis link or URL is of much more value to me, than a flawed test question and a reduction in my 100 percent average in the specialization.Without this lesson, in this course, I would not have this valuable resource.Another great link, which has a great FREE print publication as well:http://www.processor.com/ ...these people have been advising data center managers longer than just about anybody !Verbally and in the transcript are some nebulous statements that point toward the main idea, that concept being: the more any employee, on any data science or technical team member IS, a ""jack of all trades"", the better. So that could have been included in some more general way on the quiz, because really that is pretty much a general rule, I've found, working in ANY capacity in the tech industry. I have done a great deal of audio editing, working at numerous radio stations, with Adobe Audition. With others like: Pro Tools, or any other really good quality AV digital editor the result is streamlined, near seamless, audio-video, or one or the other. You just learn how to read and edit wave forms of all kinds.Years ago, in Dallas, Texas, attending Richland College. I learned a valuable lesson. I was taking a college level Calc-Trig math class being taught by the regular professor's WIFE. I don't know if the professor was sick, but this woman, who was teaching the class for the whole semester, frankly, was not qualified. I had always been considered an illiterate by my high school math teachers, a married couple who, frankly, were highly abnormal even on the geekiest scale. These people were acting like they were a world above most people in the class. Needless to say, I assumed, by their ""adult"" opinions, they were sent by God Himself, to educate me thru denigration.I was amazed, how 10 years later, in College math how well I was doing. I was carrying a 100 percent average ! So midterm this faux professor declares, ""I'll be prefiguring all the arithmetic to be easy, so you won't have to bring your calculators !""SO I DIDN'T.......and of course the teacher's wife proclaims.....""I didn't have time to make the arithmetic easy so you'd better use your calculators !"" I literally had pages and pages of figuring in handwriting accompanying my 3 page test. The result was a C plus on the test. I angrily told the sub teacher ""I did not bring a calculator to this test because you said it wouldn't be necessary, therefore I must be allowed to redo this test with a calculator !"" She of course relented, ""No that won't be possible...that's not a bad grade...."" she continued, ""what are you worried about ?""........I was so peeved, I was going to drop the class. It was too late in the semester, and I was so disgusted with this woman's cavalier dismissal of my perfect grade that I just stopped going to class. The result was a failing final grade.Who ultimately suffered from this dilemma ? That, albeit, unfairly was me.....who created this ""academic"" tragedy, by the aggravation of a deeply flawed situation. Once again, that would be me.",4
build-data-science-team,"The information is useful, but I think the five courses in the specialization could be merged into a single one.",3
build-data-science-team,"This was a fine overview however I was hoping to drill down into more detail on some of the roles and responsibilites data teams can have. For example data architects, stewards etc.",3
build-data-science-team,Good course to build a foundation on how to recruit your data science team,5
build-data-science-team,"Well organized body of knowledge on how to build efficient data science team, from 0 to 60. Addresses a number of challenges including how to build an inter-disciplinary team, what to expect from practitioners from different disciplines, how to recognize right candidates, how to assign the right mix of practitioners to right business problems, how to cross-polinate the knowledge, how to keep feedback loops at professional level as it's fraught with potential for conflicting opinions, when to stop analysis, how to empower the team to initiate next iterations with business, common pitfalls and more. Worth every $ and all the time you'll spend on it.",5
build-data-science-team,"great for existence human and android based life-form simulation internal lifestyle...The course improves life within the simulation 10 fold at least(when combined with the other specialization courses) ...Perfect learning tool for those who have worked professionally in research field sin our simulation and yet now have a touch of ""the turrings"" or you know : CBI...Special thanks to the designers of the course.Top scores for coursera.org &John Hopkins ...",5
build-data-science-team,"Good but should come after the Managing Data Analysis for understanding better what the people you hire are actually going to do. Preventing the ""Dilbertification"" of the data science manager.",4
build-data-science-team,Gives a good overview for newbies in the field and provides a few great link,4
build-data-science-team,Great course,5
build-data-science-team,"Useful information indeed, but still running into some disconnects between the course material and the tests, which is definitely very frustrating.",4
build-data-science-team,Great for a someone who wants to build or invest in a data science team.,4
build-data-science-team,"Great advice, helpful reference material.",5
build-data-science-team,"Interesting, but content is a bit limited",3
build-data-science-team,Excellent Course and Series!,5
build-data-science-team,Very informative,5
build-data-science-team,I have studied this course as part of the Executive Data Science Specialization. I think this set of four courses meet my objectives by providing a very nice overview on the key points of data science projects. They are good to give a flavor on data science and data science projects helping decide if you want to search for more in depth knowledge.,4
build-data-science-team,A very helpful course in understanding how the team composition should be and the typical Job descriptions of different members of the team.,5
build-data-science-team,Easy to understanding the structure knowledge of building a data science team.,5
build-data-science-team,High level but with enough details and context to make sense of the manager/exec/director's role in data science or the enterprise employing data science.,5
build-data-science-team,"This class had hard quiz.Sometimes it seemed very basic, but some are hard unless you read and learn really well. Great class/knowledge. Practical real-life examples help.",4
build-data-science-team,Excellent Course for everyone keen to learn data science.,5
build-data-science-team,"I think the questions in this course do not map as well as they could to the lectures. But, overall it's very helpful.",4
build-data-science-team,"Precise and relevant, and gets one into the groove ethically and practically , on the nuances of on-line learning and ettiquette.",5
build-data-science-team,A good overview on how to build and manage data science teams.,4
build-data-science-team,Very enjoyable and useful.,5
build-data-science-team,"Gives a good idea of the roles required to build a competent team, dispelling the myth of the all encompassing data science guru",4
build-data-science-team,Short yet nice :),5
build-data-science-team,Superb!,5
build-data-science-team,Building a Data Science Team does indeed contain helpful recommendations for starting data science teammanagers/executives; for me it had a little too much of a Hu,3
build-data-science-team,Good overview on the roles and how to align expectations.,4
build-data-science-team,"Probably, I wouldn't have a course just about how to hire/build a data team.",3
build-data-science-team,Expensive course.Good for how to find a team.,4
build-data-science-team,Quite useful,3
build-data-science-team,Great overview of building a data science team,5
build-data-science-team,Excellent resource for a manager in data science projects.,5
build-data-science-team,"The courses in the specialization are - in my opinion, excessively short.",3
build-data-science-team,"I really enjoyed this course and I have found a lot of similarities with issues and challenges that I face every day at work. This has been very useful to me bot as a way to get inspired on new ideas and techniques, and as a way to confirm what I am already doing.However, there were few occasions where I found the quizzes not to be clear enough.In some instances this was due to the fact that the question asked required some extra knowledge that couldn't possibly be achieved only by reading the course material or listening to the class. I was lucky I new the answers because of my personal experience but it seemed quite unfair in my opinion. Also lectures materials are very short and don;t provide any extra information.In other cases, the answers, especially when there were multiple answers didn't seem to be clear enough and sometimes contradicting what I had listened in the class. I don't remember specific cases at the moment, however I have left feedbacks throughout the course. You should have my feedbacks where I mentioned specific questions that in my opinion were confusing.Hope this helps,Giacomo",4
build-data-science-team,"Great Course, Loved it.",5
build-data-science-team,Excellent presentation,5
build-data-science-team,"Very good and interesting course, I recommend!",5
build-data-science-team,"Ver good with clear and on point material. I would suggest to include real life stories of success and failure some managers had in building a data science team, and discuss about the mistakes or the strengths of their recruitment process.",4
build-data-science-team,david,5
build-data-science-team,Good interesting material but the quizzes were badly designed and did not test concepts well.,3
build-data-science-team,Covers theory of basics for building the team very well.,4
build-data-science-team,Topics are explained pretty good,4
build-data-science-team,"information is useful. But, still, it is a shame to split one month course to 4.",2
build-data-science-team,Good overview of the different roles and skills needed for the roles of a data science team.,4
build-data-science-team,Very good practical review of the composition of a data science team.,5
build-data-science-team,I thought this course was great.,5
build-data-science-team,"Thanks for your efforts, I can't put my hand on something specifically and say good job! but you did a great job! thanks for sharing your knowledge for everyone on earth without any complication!You have taught me a lot and I own you a lot!",5
build-data-science-team,Very Informative & Elaborate,5
build-data-science-team,Good coverage in a very fast intro to the subject. Definitely take away some things I am able to put into use in my work. I get the feeling this is quite a new course (compared with the very well established Data Science Specialization) and does not have the student interaction base yet. I hope this aspect develops - perhaps even with the TAs. For this level course student interaction could be even more valuable than the more hands on data science subjects. Hope this specialization takes off as well as the DSS did!,4
build-data-science-team,Great idea and syllabus.The videos are too short and missing some explanations.,3
build-data-science-team,Great Course,5
build-data-science-team,"This is a great course for helping you decide where you fit in the data science domain. The content is very clear, informative and have definite suggestions and conclusions. Unlike most of the information available on this topic, which mostly says that you need to be a unicorn to be in this space, this course talks sense, divides scope, suggests achievable targets and you can plan and assess rationally.Also Jeff is a classic teacher,it's always rewarding to listen to him whatever be the topic.",5
data-science-course,"Goes to the point, warns about thinking wrong about DS because of hype and lack of (scientific) sustainability.",4
data-science-course,Quiz should be open to all students... :/,1
data-science-course,Excellent introductory course for the interested in Data Science!,5
data-science-course,Very well organized and thought!,5
data-science-course,"Extremely informative, you could finish it in half a day though...",5
data-science-course,This is great course for both beginners and intermediates alike. Thank you.,5
data-science-course,very elementary. Takes approximately 2 hours to complete.cannot continue with the in-dept material but have to wait until next week (and payment ofcourse).,2
data-science-course,Fantastic!,5
data-science-course,This course gave a high level view of Data Science.,5
data-science-course,If you're looking for an introduction to data science and machine learning which doesn't get your feet too wet this course is ideal. Its meant to be a conceptual introduction to the subject. Just what I was looking for. Thanks Guys.,5
data-science-course,Very helpful,5
data-science-course,Great Introduction to the fundamental concepts of Data Science,5
data-science-course,"Good intro to the terms, concepts, and approach for data science.",3
data-science-course,G,5
data-science-course,"I really liked the content , the difference between machine learning and statistical modelling was nicely explained.I also like the topic hype from value and it was well explained.",5
data-science-course,"The course can be described as the first hour lecture by the professor. It introduces students to data science, its uses and pitfalls.",4
data-science-course,"Great course. Lot of complicated detail segmented and described in a way that was easy to digest. Thoughts for improvement are with the first few segments. The lessons didn't start with the ""why"". Why machine learning is used or what problem it solved. I had to google that in order to understand before the course which started with ""what"" it was.",4
data-science-course,"I had gone through each session, it gives good understanding on the data science. My suggestion is to go through each session more than once. Both the faculties are great.",4
data-science-course,very good introduction to DS.,4
data-science-course,Easy to understand and I really got general idea of data science.,5
data-science-course,Great course,5
data-science-course,Great overview course!,5
data-science-course,Excellent course for beginners who wants to grow in Analytics space,5
data-science-course,Good high level introduction to the field of data science.,4
data-science-course,An excellent introduction to the world of Data Science for a layman.,5
data-science-course,A good crash course eliciting the basic nuances of Data science,4
data-science-course,The course can use more visuals instead of videos of the face of the instructor. It can also use more interactive examples as this is a more executive view instead of having scholar examples.,3
data-science-course,Its easy and good course for my field/area,5
data-science-course,good overview,4
data-science-course,I liked the course. The only problem of this course is it was a little bit advanced for a person like me who did not have any idea about data science. Otherwise it's a good course to start learning about data science.,5
data-science-course,"A good course. Very basic, but that's to be expected for an overview course.",4
data-science-course,"Great Crash course.It fills the coriosity about this field and encourages me to follow with this path.I'll continue, for sure.",5
data-science-course,A little too high-level for what I was looking for but a good introduction to get familiarized with some of the terminology and concepts.,3
data-science-course,Thanks for the awesome content!!!,5
data-science-course,Too theoretical.,1
data-science-course,It is good informative course for beginners.,4
data-science-course,"A good course for people, who want to get some insight into Data Science",5
data-science-course,Good overview of Data Science but lacking a bit of meat.,4
data-science-course,"Extremely helpful and informative this was my first time experience going through an online training, i should say thanks team for making it so easy and effective :-)Looking forward for more sessions and positive experiences.",4
data-science-course,Good overview course. Maybe include a few more examples that we can review offline.,4
data-science-course,Excellent intro to the Data Science.,4
data-science-course,Very useful introductory course to help you get familar with different fields in data science and typical data analysis procedures,4
data-science-course,Overly academic,2
data-science-course,Great course. Easy on the mind and not too taxing with details.,5
data-science-course,Good overview on data science. Assisted in better conceptualizing how as a manager to evaluate and implement data science and analysis concepts to decision making.,5
data-science-course,Great class!,5
data-science-course,Excellent,5
data-science-course,This course was exactly what I was looking for - I got a high level understanding of the field and that knowledge has helped anchor me for further research.,5
data-science-course,v,4
data-science-course,really nice course!,5
data-science-course,Very Good course for understanding the Data science elements,5
data-science-course,"The first week gave me a good insight into the data science process. I now understand the situations in which Data Science can best be applied. However, I still do not fully understand the statistics aspect. It would help me if the instructors would provide examples in detail of supervised vs unsupervised learning. I seem to understand the theory behind it but I am not sure how valuable it will be for me.",3
data-science-course,This course is very helpful for someone to know and understand what data science is in Small amount of time.,5
data-science-course,Helpful intro course. Easy to understand.,5
data-science-course,This was a well established course!,5
data-science-course,"a bit of mumbling in the videos, and some of the single/multiple answer buttons were incorrect.",4
data-science-course,Gives good overview of data science. Maybe one example would have been better.,4
data-science-course,"Great start, good examples and a very nice way to 'crash' into data sc!",4
data-science-course,Good one,5
data-science-course,Great course guys! Thank you!,5
data-science-course,Just great!,5
data-science-course,"Brian Caffo's lectures were rambling and confusing, with excessive use of jargon without proper explanation. His graphs were overwhelming with information, and little effort was made to explain the graph. Otherwise, the other lectures were very good, concise, and clear. Thank you.",3
data-science-course,"A good introduction to Data Science. Clarified a number of questions that I had about what it actually is. Presented in a way that does not dumb down the material, but still makes it accessible to a person without a science or data background.",5
data-science-course,truly Informative course. Well thought about the syllabus. This is very useful for doctorate students as well!,5
data-science-course,"Great introduction. Clear, well-paced introduction. Recommended for busy executives looking for an intro.",5
data-science-course,Really helpful contents.. Presentations with examples are awesome.....,5
data-science-course,A great high level introduction to what Data Science is and how it is used to answer business questions.,5
data-science-course,"I do not have a statistics background and i was abit worried at first, but this was well organized and i am really glad i took it!",5
data-science-course,"Great material, good structure, right level of detail. Great for the executive overview specialization.",5
data-science-course,"Easy to follow without the jardon. Recommendation for those interested in statistics, Biostats, and looking to cost effectively learn or enhance skill sets.",4
data-science-course,Great and straight-to-the-point introduction course for getting started with Data Science projects KSFs and pitfalls.,5
data-science-course,Great lecturers who make it easy to understand.,5
data-science-course,very well constructive,5
data-science-course,Just what i expected it to be helped me take my Data Science knowledge up a notch!,5
data-science-course,"Very helpful, well structured and comprehensive course.",5
data-science-course,Clear and streamlined. I wish it could go deeper. Moving on with the other courses on the subject.,4
data-science-course,good starting course; information well presented.,4
data-science-course,Excellent introductory course!,5
data-science-course,"High level, but very informative.",4
data-science-course,A good introduction to data science.,3
data-science-course,Solid introduction.,5
data-science-course,Good introduction in Data Science,5
data-science-course,Great course.,5
data-science-course,needed more depth,3
data-science-course,"Well upto the mark,Content is very relevant and informative",5
data-science-course,This course gives a brief idea about Data Science. It is helpful for the beginners.,4
data-science-course,Good introductory course. A bit dry with no interaction with other students (the forums were not popular and there were no peer-graded assignments).,4
data-science-course,Some questions confusing (with less than 5 so missing 1 was a fail) and a few videos were lacking written summaries. Other than that not bad,4
data-science-course,Good overview... but expected more content..,3
data-science-course,It is great to have some of the key concepts clearly explained. Often times things get overcomplicated when understanding the basics is the foundation to build upon.,5
data-science-course,some explanation was too technical too early,4
data-science-course,"It's a good course, good material, videos and the quiz are aligned to the knowl",5
data-science-course,Great course! I start up my own headhunting company specialised in Data and this course is now part of the standard training process for all new employee! thanks! Aldo,5
data-science-course,Really good quick and dirty high level overview of how to structure and talk about data science projects. Great for improving communication about your project to your boss and people from outside of your team.,4
data-science-course,"Very good overview. Most basic vocabulary is nicely explained with examples.Only one thing more could have been covered a bit more: Big Data and/vs Data Science. I am still wondering if there is 'any' difference between the two terms, what 'exactly' is it?",5
data-science-course,Nice overview for those of us unschooled in the language. Syntax of the notes and text is in need of major editing-proofreading.,3
